"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"SaaS","Series B","Europa","B2B","Sí",14,243,3,7,28,77.5,13.02,1033.68,16.1,0,43,6622.19,65.8,11
"E-commerce","Series A","Norte América","B2B","No",10,151,2,5,10,25.16,9.21,247.39,8,4.3,90.16,2953.24,73.1,-21.1
"Healthtech","Seed","Asia","B2B","Sí",13,100,2,6,45,10.53,5.52,122.51,37.9,0,258.2,2834.38,54.7,-3.8
"Edtech","Seed","Europa","B2C","No",1,24,1,5,1,0.1,2.38,32.08,14.6,23.4,28.33,1598.72,65,39.7
"Edtech","Seed","Norte América","B2C","Sí",4,42,1,3,6,2.81,3.25,111.33,12.9,33.98,58.75,1655.25,35.3,11.8
"SaaS","Series B","LATAM","B2B2C","Sí",12,250,3,4,22,42.49,11.76,690.49,17.1,12.87,104.68,4912.14,55.9,25.9
"Fintech","Series A","Norte América","B2C","Sí",8,159,3,4,9,19.96,9.32,264.21,24.4,10.41,67.7,2565.69,52.8,46
"Edtech","Series A","LATAM","B2B","Sí",7,82,2,3,9,17.44,4.54,146.64,12.5,0,306.87,5222.22,76,6.3
"Fintech","Series B","Europa","B2C","Sí",12,301,3,5,8,97.21,11.69,1114.33,5.3,0,25.25,2495.32,48.6,-42.6
"Healthtech","Seed","Europa","B2B2C","Sí",5,37,2,2,20,7.17,5.36,102.34,8.9,0,93.36,2091.19,67.9,20.7
"E-commerce","Seed","LATAM","B2B","No",12,109,1,7,11,15.36,4.76,125.9,12.1,20.87,164.61,4727.57,92,-7.2
"Healthtech","Series B","Europa","B2B","Sí",6,167,3,4,28,66.16,2.69,837.84,32.3,0,262.65,3777.53,83.3,57.4
"E-commerce","Seed","Europa","B2B","Sí",5,75,1,1,7,6.79,2.68,19.97,18.9,0,218.25,1746.91,80.7,37.3
"Fintech","Series C+","Norte América","B2B","Sí",5,117,7,2,9,0.1,2.8,178.59,19.4,0,198.66,4937.97,89.6,-10.4
"Fintech","Series A","Europa","B2C","Sí",3,23,3,2,5,0.1,5.8,66.57,17.1,8.7,83.63,1956.77,62.5,-19.4
"Healthtech","Series A","Norte América","B2B","No",8,124,3,2,23,12.52,4.97,163.95,25.4,6.5,291.6,5466.91,76.8,46
"Healthtech","Series C+","LATAM","B2C","Sí",12,523,7,9,33,270.6,12.4,5000,26.8,7.89,85.76,1551.05,79.9,75.5
"E-commerce","Series C+","Norte América","B2B","Sí",1,115,4,4,4,123.53,3.54,2191.36,14.5,4.06,95.32,4354.82,95,-15.6
"Fintech","Series A","Asia","B2C","No",15,191,2,5,7,31.43,11.37,274.24,5,2.2,59.24,1570.7,77.7,42.5
"E-commerce","Series A","Asia","B2B","Sí",5,39,2,1,5,21.95,5.4,152.68,11.6,2.02,197.88,6547.7,79.5,17.2
"Healthtech","Seed","Norte América","B2B","Sí",3,28,1,1,5,0.1,1.79,12.45,13.6,1.59,5,3335.8,67,86.2
"Edtech","Series B","Europa","B2C","No",4,124,3,2,1,42.53,0,452.66,5,6.23,39.43,619.94,61.9,5.5
"Healthtech","Seed","Asia","B2C","Sí",15,101,1,7,44,13.72,5.25,167.34,37.5,16.13,122.72,940.98,40,18.9
"E-commerce","Series A","Asia","B2B","Sí",8,92,3,5,11,11.89,5.72,171.44,11.4,12.6,67.29,4244.9,72,66.9
"Healthtech","Series A","LATAM","B2B","Sí",7,59,3,4,18,6.41,2.8,101.51,14.5,0,283.63,1092.9,54.8,9.4
"E-commerce","Series B","LATAM","B2B","No",14,286,3,8,14,83.61,12.31,989.03,16.1,8.15,236.11,4458.96,58.7,-10.2
"SaaS","Seed","Norte América","B2B","Sí",7,88,2,4,17,4.35,0.47,50.9,29.7,0,154.71,1862.99,92.8,-49.5
"SaaS","Series A","LATAM","B2B","Sí",12,183,2,5,19,34.55,7.4,349.65,9.6,10.8,117.41,5392.21,61.5,31.6
"SaaS","Series A","Norte América","B2B","Sí",4,39,3,4,17,0.1,3.46,52.48,35,0,164.25,4540.85,88.2,16.4
"Healthtech","Seed","Norte América","B2C","No",10,85,2,4,17,2.65,4.1,62.07,5,0.65,50.57,2159.77,44.8,-34.5
"Edtech","Series B","Norte América","B2B","No",5,171,3,5,7,44.38,5.29,496.61,13.2,0,189.25,6862.09,77.5,-12.8
"SaaS","Seed","Europa","B2C","Sí",3,28,2,2,10,0.1,0,48.61,17.5,5.2,63.28,2816.12,84.1,-14.8
"SaaS","Series B","Europa","B2B","Sí",9,198,3,5,26,59.32,6.45,829.87,38.2,13.77,133.34,4212.14,72.9,51.1
"Edtech","Seed","Asia","B2C","Sí",8,72,1,4,7,3.22,5.55,109.63,5,50,24.98,2136.88,59.8,-11
"E-commerce","Series A","Norte América","B2B","Sí",10,130,2,3,8,18.9,7.81,218.39,9.2,8.43,160.69,5738.83,95,68.4
"Healthtech","Seed","Asia","B2B","No",6,51,2,1,12,3.12,0.07,26.77,5,0,122.88,1373.14,26.9,51.1
"SaaS","Seed","Europa","B2B2C","No",14,126,2,4,14,3.3,10.11,88.02,5,9.93,208.57,4908.06,89.5,-2.3
"Healthtech","Seed","Norte América","B2C","No",10,76,2,5,22,10.01,7.42,156.77,12.9,32.39,58.18,1833.13,42.9,42.9
"E-commerce","Seed","Norte América","B2B","No",14,79,2,4,9,5.6,10.97,87.77,5,7.75,240.13,5630.22,79.4,23.2
"Edtech","Series A","Norte América","B2B","Sí",2,32,3,2,3,0.1,4.54,32.95,12,0,313.88,1519.6,63.8,24.9
"Edtech","Series A","Europa","B2C","Sí",6,99,3,2,5,18.19,4.56,179.83,5,4.61,61.51,1499.71,48.7,79.2
"E-commerce","Seed","Europa","B2C","Sí",7,82,2,4,7,0.15,13.38,55.76,20.8,3.24,52.42,2277.85,72.3,62.8
"Healthtech","Seed","Norte América","B2B","No",6,54,2,4,13,7.19,3.22,86.46,9.1,12.56,45.02,2366.63,77.5,-8
"Edtech","Series B","Europa","B2B","Sí",1,56,4,2,1,0.1,1.16,81.54,5,4.03,187.55,269.44,41.8,65.1
"SaaS","Series A","Europa","B2B2C","Sí",6,37,3,1,16,3.4,8.36,150.98,23.2,0,98.18,6390.28,95,57.4
"Fintech","Seed","LATAM","B2B","Sí",4,26,1,2,9,8.44,1.46,87.32,24.9,11.78,203.12,6077.03,83.3,-7.2
"Fintech","Series B","Norte América","B2C","Sí",12,231,3,8,13,64.16,9.41,829.85,26.8,16.51,56.07,1701.59,52.5,20
"Fintech","Series B","Norte América","B2B","No",11,228,3,7,6,72.38,8.15,790.57,5.9,2.04,333.12,2133.17,61,34.8
"SaaS","Series B","Norte América","B2C","No",7,210,3,6,23,66.7,12.37,808.39,34.5,0,10.45,2953.58,60.1,-13.3
"Healthtech","Series B","LATAM","B2C","Sí",12,303,4,7,31,79.81,7.96,1147.75,15.4,14.05,20.15,1998.38,47.4,45.7
"E-commerce","Seed","Norte América","B2B","Sí",7,82,2,2,7,0.1,4.42,93.03,5,22.42,100.42,4713.27,73.9,48.1
"Edtech","Series B","LATAM","B2B","Sí",11,238,4,7,9,43.4,2.7,566.29,13.8,0,320.98,3372.23,55.7,17.8
"E-commerce","Seed","Norte América","B2B","Sí",11,90,1,2,12,5.11,5.11,98.42,6,0,117.62,3799.42,87.4,57
"SaaS","Series A","Norte América","B2C","Sí",9,162,2,2,30,23.85,9.24,344.55,42.5,23.31,10.94,809.05,60.8,-4.9
"E-commerce","Seed","Norte América","B2B","Sí",4,23,1,2,6,7.93,3.28,96.81,5,23.94,320.94,4254.51,78.3,52.3
"Fintech","Seed","LATAM","B2B","Sí",9,88,2,3,7,2.7,5.94,107.99,18.9,12.58,241.57,2345.11,28.1,17.1
"Fintech","Seed","Europa","B2C","No",10,80,2,3,9,0.1,3.82,59.99,15.9,30.25,5,1523.61,61.6,-14.5
"Fintech","Series A","Norte América","B2C","Sí",2,23,3,2,1,3.82,0,50.28,5,0.18,62.66,904.4,68.2,71.3
"Fintech","Series A","Norte América","B2B","Sí",13,174,2,6,13,24.07,7.52,242.07,21.3,0,268.64,4175.92,75.7,23
"E-commerce","Series B","Norte América","B2C","No",6,123,3,4,6,55.58,4.71,568.93,20.6,2.7,84.88,774.99,37.9,-14
"E-commerce","Series C+","Norte América","B2B2C","Sí",14,447,4,8,11,205.76,12.82,3823.99,8.6,9.45,104,2401.76,48.6,27
"Fintech","Series A","Europa","B2C","No",10,153,3,4,9,21.55,4.49,327.8,9.1,25.01,47,588.87,50.4,15.1
"SaaS","Seed","Europa","B2C","Sí",9,80,2,4,22,5.15,4.75,131.34,30.1,0,62.86,1557.17,65.3,39.2
"E-commerce","Seed","Norte América","B2C","Sí",14,98,1,3,10,6.25,15.48,116.63,6.5,17.69,5,1908.32,47.9,-1.1
"Fintech","Series A","Norte América","B2B","Sí",15,159,2,6,12,8.55,14.9,182.37,16.1,6.84,31.88,9187.09,83.7,-12.8
"E-commerce","Series A","Norte América","B2B","Sí",11,160,3,5,15,23.08,11.05,272.14,29.3,6.13,156.18,2965.64,66.4,55.9
"E-commerce","Series C+","Norte América","B2B","No",2,95,4,4,4,64.22,4.72,1188.81,15.1,0,143.69,1868.27,80.5,-50
"Edtech","Series A","Norte América","B2B","Sí",11,153,2,5,12,22.61,1.4,212.72,13.7,6.33,120.64,480.61,55,24.3
"Fintech","Series A","Europa","B2B","No",6,79,2,2,3,13.34,1.66,168.22,5,7.94,384.91,3754.17,86.1,16.4
"E-commerce","Seed","LATAM","B2C","Sí",4,9,1,2,6,1.25,2.34,12.66,17.8,3.68,33.33,1237.54,35.3,-2.7
"E-commerce","Series A","Norte América","B2B","Sí",11,118,2,5,13,30.75,8.34,313.83,17.9,13.27,292.43,5236.98,83,25.7
"Fintech","Series B","Asia","B2B","No",8,205,3,4,10,56.66,10.61,787.51,25,14.94,336.32,2962.69,69.6,-1
"E-commerce","Series B","Europa","B2C","Sí",13,298,3,7,9,100.51,10.78,1129.61,5,4.51,54.01,2093.5,61.3,32.5
"E-commerce","Series B","Norte América","B2C","No",11,160,3,5,12,75.62,8,830.52,22.8,0,64.25,604.6,31.4,15.5
"Fintech","Series B","Europa","B2B","Sí",6,146,4,5,4,56.44,5.4,634.94,7.7,16.17,34.83,4007,57,57.4
"Healthtech","Seed","Norte América","B2C","Sí",9,80,1,4,26,10.42,5.17,141.68,21.9,25.85,6.81,2331.53,78.5,30.9
"E-commerce","Series A","Norte América","B2B","Sí",2,2,3,2,5,7.03,1.2,24.2,16.2,9.01,275.28,1651.01,94.4,15.2
"Healthtech","Series B","Europa","B2C","Sí",15,338,3,8,30,84.14,11.99,1140.76,5,19.46,26.24,1902.08,24.9,-2.8
"E-commerce","Seed","Europa","B2B2C","No",3,58,2,1,4,0.1,4.39,44.17,18.1,30.88,98.53,3735.47,36.7,-9
"Fintech","Seed","Norte América","B2C","No",8,50,2,5,6,2.5,4.04,59.12,13.3,6.81,80.12,2646.97,68.9,27
"E-commerce","Series C+","LATAM","B2C","No",12,547,6,13,5,362.74,23.15,5000,5,5.56,71.74,3227.88,71.1,13.6
"SaaS","Series A","Europa","B2B","No",5,103,2,4,21,22.45,3.59,229.65,31.2,10.12,170.72,3704.99,86,-24.5
"Fintech","Seed","Norte América","B2B2C","No",1,37,2,1,1,1.76,0.64,25.5,5,17.31,103.37,2262.78,66.5,13
"Edtech","Series A","Europa","B2B","Sí",13,181,2,4,9,18.95,7.99,232.11,8.9,0.3,71.78,4036.08,70.1,36.4
"SaaS","Seed","Europa","B2B","No",12,81,2,6,26,0.1,9.54,103.6,29.3,14.16,228.6,2672.14,67,17.1
"Edtech","Series B","Norte América","B2B","No",12,202,4,7,10,63.99,4.7,715.28,11.1,4.54,353.65,5163.54,79.1,-6.2
"Edtech","Series B","Asia","B2C","No",1,52,4,1,5,16.03,2.42,321.89,16.6,32.86,15.66,572.44,45.9,12.7
"Healthtech","Series B","Norte América","B2B","Sí",2,24,3,3,12,4.88,3.37,173.51,13.4,9.62,213.91,6939.73,95,1
"Edtech","Seed","Norte América","B2B2C","No",12,106,1,5,5,5.98,2.14,32.24,8.4,0,85.55,2700.43,53,17.7
"Fintech","Series C+","Europa","B2B2C","No",3,147,7,4,5,95.31,4.71,1738.62,15,5.44,5,2366,70.7,67.2
"E-commerce","Seed","LATAM","B2B2C","Sí",2,34,2,2,8,0.1,0.4,10.47,16.6,9.7,109.19,853.69,46.8,-7.7
"E-commerce","Series B","Norte América","B2C","Sí",6,110,4,4,6,47.56,5.49,535.31,7.9,5.02,5,1467.23,50.8,-13
"Fintech","Series A","LATAM","B2B","Sí",12,168,2,6,10,33.02,11.42,333.29,9.3,18.08,200.74,6754.9,88.6,-4.6
"E-commerce","Series A","LATAM","B2C","Sí",6,60,2,3,2,3.05,3.97,66.39,8.6,9.36,90.1,1098.12,73.8,41.2
"Fintech","Series A","Norte América","B2C","Sí",6,69,2,4,4,9.19,6.03,142.49,12.3,19.89,5,1360.9,61.3,0.8
"SaaS","Seed","Asia","B2B","No",6,66,1,4,10,0.91,8.58,70.92,5,3.53,188.94,6029.76,95,45.3
"SaaS","Series A","Asia","B2C","No",4,47,3,3,18,0.56,1.86,75.22,24.9,0,44.63,778.89,74.7,15.7
"E-commerce","Series A","Norte América","B2B","No",5,88,3,4,5,5.94,7.91,180.72,10.8,11.38,240.8,4153.33,58.6,60.3
"Healthtech","Series A","Asia","B2C","Sí",8,121,3,2,24,11.82,2.58,261.05,21.3,22.35,68.75,454.24,46.1,66.4
"Fintech","Series A","LATAM","B2B2C","Sí",2,11,2,2,1,0.1,0,54.04,13.9,10.5,72.34,2144.91,46.6,20.5
"Edtech","Series A","Norte América","B2C","Sí",14,158,3,4,13,32.51,0,259.47,15.2,1.21,52.05,1357.44,66.3,40.5
"E-commerce","Seed","LATAM","B2B","No",4,40,1,2,6,0.1,4.25,25.23,7.1,0,170.01,3640.68,53.9,8.8
"Fintech","Series A","Europa","B2B","Sí",11,140,2,4,12,25.81,8.62,312.3,22.9,2.52,200.61,6290.02,83.3,-0.6
"E-commerce","Series A","Norte América","B2C","Sí",7,59,2,2,5,19.48,6.83,194.01,18.3,0,52.96,829.1,61.5,14.1
"Healthtech","Seed","Norte América","B2C","No",15,119,2,7,37,8.22,8.01,168.98,17.3,41.31,82.15,1340.41,40.2,-10.6
"Edtech","Series C+","Asia","B2B","No",1,28,5,2,2,35.65,2.44,718.2,6.9,6.45,204.95,3213.87,91.4,13.7
"Edtech","Series A","Europa","B2B","Sí",13,176,2,5,6,31.84,7.69,269.7,5,0,136.58,7046.19,88.7,11.3
"Healthtech","Series B","Norte América","B2C","Sí",9,161,3,6,25,55.99,4.71,747.27,21.3,0,5,772.95,45.1,22.2
"Fintech","Series A","LATAM","B2B","Sí",4,69,2,3,8,6.52,0,92.92,12.3,13.43,252.31,2353.32,64.9,-3.7
"Fintech","Seed","Asia","B2B","Sí",13,113,2,5,11,2.74,13.03,99.54,5,13.35,145.76,5667.26,76.8,19.4
"Edtech","Series A","Europa","B2C","Sí",11,138,2,6,5,22.21,4.37,162.19,8.9,10.33,43.2,2076.94,62.5,15.8
"Fintech","Seed","Norte América","B2B","Sí",11,80,2,4,13,9.76,7.48,74.63,32.2,5.08,89.66,3001.82,86.5,41.5
"Fintech","Series A","Norte América","B2B","No",13,187,2,6,9,30.1,9.45,278.16,8.5,8.68,136.22,4704.92,65.7,28.7
"Healthtech","Series A","Norte América","B2B","No",3,59,3,4,2,20.79,4.17,193.15,11.8,0,404.49,5201.27,95,58
"Healthtech","Series A","LATAM","B2C","Sí",12,120,3,6,40,20.06,4.29,247.87,25.5,0,35.62,1442.72,59.9,23.9
"SaaS","Series A","LATAM","B2B2C","Sí",6,50,3,4,11,18.63,6.1,175.67,19.5,3.93,5,2463.11,78.6,-9.2
"Fintech","Seed","Asia","B2C","Sí",13,103,1,6,11,6.89,13.13,117.43,20.5,11.73,57.55,1908.12,34.7,37.7
"Healthtech","Series B","Europa","B2B","Sí",4,113,3,2,4,41.78,6.08,416.73,5,0,5,7197.2,95,1.9
"SaaS","Seed","Europa","B2C","Sí",1,31,2,3,10,3.43,0,68.61,25.5,20.91,36.66,1349.98,92.7,-15.1
"Fintech","Series C+","Norte América","B2C","No",10,410,5,7,7,153.82,11.24,2732.49,7.2,0,62.4,1279.34,47.9,4.8
"Fintech","Series A","Europa","B2B2C","No",11,165,3,5,9,28.08,8.33,261.84,18.5,4.52,5,2037.61,32,-22.7
"Fintech","Series A","LATAM","B2C","No",8,97,2,4,4,28.43,5.55,180.65,5,0,6.4,2482.05,68.9,37.7
"E-commerce","Series C+","Europa","B2B","Sí",2,133,4,2,5,108.19,3.98,1888.98,23.6,6.49,217.05,4799.56,70.3,32.7
"Edtech","Series B","Europa","B2B2C","No",9,167,4,4,12,44.53,2.12,617.42,29.3,6.92,78.87,1396.08,43.9,35
"Fintech","Series A","Norte América","B2B2C","Sí",2,52,2,1,4,11.04,3.71,139.3,15.3,13.79,41.71,2782.66,60.7,37.5
"Fintech","Seed","LATAM","B2B2C","No",13,109,1,7,8,10.16,6.17,153.16,12.4,27.06,244.71,3762,28.4,28.2
"SaaS","Series B","LATAM","B2C","Sí",11,265,4,5,15,63.49,10.53,871.82,5,8.9,81.18,1892.48,77.1,74.9
"Fintech","Series C+","Norte América","B2C","Sí",2,10,7,2,3,0.1,0.15,239.42,5,19.38,114.24,565.8,60,17.8
"Fintech","Series B","Europa","B2B2C","Sí",10,240,3,4,6,48.48,11.41,628.34,6.9,6.85,114.62,2516.28,35.9,-17.5
"Edtech","Series B","Europa","B2B2C","No",13,254,3,6,14,66.73,11.15,825.76,22.3,0,5,3607.21,82.7,-15.3
"Fintech","Seed","Europa","B2B","No",11,90,2,4,10,6.46,10.74,141.79,31.5,22.92,249.39,5942.6,58.8,17.2
"E-commerce","Series A","LATAM","B2B","No",3,42,2,2,7,0.1,3.43,85.46,32.3,12.97,191.79,4668.36,81.6,49
"E-commerce","Series C+","Europa","B2B","No",7,296,4,7,10,190.32,9.83,3393.69,25.7,0,125,6042.04,85.8,-5.8
"Fintech","Series A","Europa","B2B2C","Sí",3,51,3,4,6,0.1,6.99,81.12,17.5,7.84,184.4,4444.15,87.7,53.2
"E-commerce","Series A","Norte América","B2C","Sí",8,92,2,3,8,7.67,10.39,121.61,19.5,0,22.69,1468.96,52.3,21.4
"Fintech","Series A","Europa","B2B2C","Sí",7,98,2,4,9,19.87,4.17,144.26,17.1,12.18,109.75,2228.32,47.9,-39.1
"E-commerce","Series A","LATAM","B2B","No",11,146,3,3,10,19.45,10.85,215.5,19.8,12.61,144.3,7442.9,85.2,44.3
"Edtech","Series A","Europa","B2C","Sí",3,78,2,2,2,7.88,0,40.64,5,0,56.25,142.69,63.8,-1.5
"Fintech","Series A","Europa","B2B","Sí",3,2,2,1,4,6.5,0,80.81,11.8,13.61,334.35,50,60.6,19.9
"Edtech","Seed","Norte América","B2B","No",2,9,2,2,4,11.72,1.3,55.98,16.6,0,182.02,1704.14,46.3,21.9
"Healthtech","Series A","Norte América","B2B","No",12,189,3,4,23,13.23,6.32,228.78,5,8.26,209.95,2326.66,68.1,54.4
"Edtech","Series A","Europa","B2B","Sí",8,151,2,3,8,20.4,0.33,220.08,14.8,17.4,14.88,4624.65,85.4,46.7
"E-commerce","Series A","Norte América","B2B2C","No",7,130,3,4,9,21.94,6.68,221.6,14.4,2.42,147.36,2902.84,43.8,52.2
"Fintech","Seed","Europa","B2C","No",4,52,2,2,7,12.49,2.46,165.82,28.6,50,17.99,897.38,51.7,17.9
"Fintech","Series A","LATAM","B2B","No",10,110,3,3,10,25.87,6.76,222.14,18.9,2.57,273.2,6681.4,48,25.4
"Fintech","Series B","Norte América","B2C","Sí",4,114,3,2,6,42.67,7.11,477.32,10.3,1.46,37.31,2390.8,55.2,65
"Edtech","Series A","LATAM","B2C","Sí",10,96,2,5,9,7.86,6.79,200.08,18.2,27.96,45.34,1666.18,22.6,-0.9
"E-commerce","Series B","Europa","B2C","No",12,229,3,5,13,77.53,11.99,918.71,15.2,6.69,5,2130.25,55.2,-26.9
"SaaS","Series A","Norte América","B2B","Sí",2,33,2,1,17,8.07,4.37,166.68,26.2,7.29,254.34,5173.34,64.3,51.1
"SaaS","Series A","Europa","B2B","No",10,100,2,5,24,21.96,3.76,288.2,22.2,0,38.16,3211.08,95,30
"E-commerce","Seed","Norte América","B2C","Sí",10,60,1,4,6,5.41,7.91,102.27,7.3,21.94,25.95,1851.23,27.6,11.8
"Edtech","Series A","Norte América","B2C","Sí",9,115,2,5,9,6.54,7.02,153.93,14.1,15.34,52.48,2518.22,60.7,20.5
"Healthtech","Series A","Norte América","B2B","Sí",14,216,3,5,37,32.13,6.64,391.57,28.2,5.8,161.05,5256.46,77.7,-9.8
"Fintech","Seed","Europa","B2B2C","Sí",12,121,2,5,5,4.67,9.64,123.94,5,11.07,228.43,2448.13,71.2,5
"E-commerce","Series B","Asia","B2B","Sí",15,317,4,5,7,61.93,12.95,769.62,9,3.49,137.6,4060.49,60.6,26.8
