"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"E-commerce","Seed","Norte América","B2B","Sí",9,85,1,3,10,7.61,5.8,55.49,23,3.19,216.23,8215.04,95,-16.8
"Edtech","Series B","Norte América","B2B","No",2,55,4,3,5,54.05,1.32,588.91,13.2,6.72,109.96,2301.42,49.2,6.4
"E-commerce","Series A","Norte América","B2C","No",5,84,3,4,9,21.05,8.36,316.85,29.8,18.22,90.79,1316.8,47.6,31.3
"SaaS","Series A","Europa","B2B2C","Sí",6,77,2,3,21,21.09,2.25,175.67,37.9,0,88.59,5125.61,81.2,37
"SaaS","Series A","LATAM","B2B","No",14,166,2,6,29,11.27,5.27,207.1,34.8,1.67,178.8,4535.25,92.8,6.3
"Fintech","Series A","LATAM","B2C","Sí",8,90,2,3,9,9.85,7.68,203.06,15.6,30.47,58.01,1014.57,42.3,-6.8
"E-commerce","Series A","Europa","B2B","Sí",10,148,2,6,7,17.99,4.21,210.32,17.2,5.19,140.44,4138.62,62.3,40
"SaaS","Series A","Norte América","B2C","Sí",8,87,3,4,17,6.62,7.31,194.88,17.7,26.74,14.2,2511.96,63.3,51.5
"SaaS","Series B","Europa","B2B","No",2,82,4,3,21,27.56,5.44,510.74,43.8,18.1,112.77,5382.35,70.6,74.3
"E-commerce","Series B","LATAM","B2B","Sí",6,163,3,4,7,59.06,3.51,650.54,20.6,3.4,273.83,3877.51,86.4,21.2
"SaaS","Seed","Europa","B2B","No",1,11,1,1,9,0.1,0.38,45.44,12.1,21.5,116.92,2544.21,95,56.2
"Fintech","Series A","Norte América","B2C","Sí",14,181,2,6,15,27.5,10.97,280.92,27.7,11.5,5,2530.06,67.7,22.9
"E-commerce","Series A","LATAM","B2C","No",3,86,2,1,6,0.61,2.61,101.53,11.4,22.2,71.06,695.41,52.4,-3.1
"Healthtech","Seed","Europa","B2C","Sí",6,34,2,3,16,7.8,4.59,107.37,11.2,14.51,5,1257.22,53.8,58.4
"Fintech","Series A","Norte América","B2B2C","No",14,174,2,6,12,20.72,7.91,248.57,19.7,9.96,220.71,3744.27,63.5,18
"Fintech","Seed","LATAM","B2B2C","Sí",7,70,1,1,5,4.36,6.74,93.63,5.8,0,116.33,3053.14,76.4,14.8
"SaaS","Series A","LATAM","B2B","Sí",2,18,2,2,6,6.91,2.5,86.35,5,0,59.63,2133.47,82.1,23.3
"SaaS","Series A","Norte América","B2B","No",2,81,3,2,13,0.23,4.71,71.68,21.3,0,218.06,4030.87,70.6,-19.2
"Healthtech","Series A","Asia","B2B","No",11,97,3,5,27,24.45,1.71,221.8,21.6,0,206.74,2561.6,70,-14.7
"Healthtech","Series B","Norte América","B2C","Sí",13,203,4,6,41,87.57,14.51,1223.76,22.2,10.3,59.17,2544.53,57.8,30.3
"Fintech","Series B","Norte América","B2B","No",12,226,3,6,10,89.47,9.12,977.76,23.4,5.18,181.85,5921.68,85.2,7.5
"Edtech","Series C+","Norte América","B2B","Sí",4,59,6,1,5,9.11,0.99,362.65,18.2,13.67,213.97,3914.67,56.7,13.1
"Healthtech","Series B","Norte América","B2C","Sí",8,149,4,3,19,31.39,3.2,431.25,17.8,6.55,59.04,1601.32,46.5,-2.4
"Healthtech","Series A","Europa","B2C","No",11,171,3,6,32,28.26,7.91,309.66,12.7,6.71,5,1505.34,54.5,-32.9
"SaaS","Series B","Norte América","B2C","Sí",7,205,4,4,23,52.41,8.13,751.53,36.4,9.34,67.2,1453.14,72,67.9
"Edtech","Series B","Norte América","B2C","No",9,182,4,7,9,28.11,2.17,367.12,19.1,0,76.58,1105.6,31.4,37.3
"Fintech","Seed","Norte América","B2B","Sí",6,49,1,2,6,0.37,5.04,69.03,20.2,5.44,195.91,2412.08,32.6,61.4
"SaaS","Series C+","Asia","B2B","Sí",13,503,6,10,22,269.08,19.2,5000,8.2,0.66,119.23,7719.26,90.8,-35.3
"Healthtech","Series A","LATAM","B2B","Sí",11,129,2,5,40,16.32,9.15,229.32,32.3,9.1,14.38,8018.84,87,-45.3
"Fintech","Series A","Norte América","B2C","No",11,163,3,6,8,17.82,11.68,255.78,17.4,17.37,54.42,2296.4,58.2,-16.4
"SaaS","Series B","Norte América","B2B","No",9,204,4,5,25,35.82,9.19,572.44,22.6,5.39,139.53,2641.78,75.9,41.4
"E-commerce","Seed","Norte América","B2C","No",5,48,1,2,7,4.04,3.15,30.78,5,26.9,43.01,1300.3,61.6,-25.4
"Healthtech","Series B","Europa","B2C","No",2,18,4,1,14,14.17,2.66,226.25,14.3,6.13,40.08,1863.74,76.4,17.5
"Edtech","Seed","Europa","B2B2C","Sí",7,67,1,2,8,0.1,0,37.91,11.2,0.78,29.66,426.03,51.9,52.4
"SaaS","Series B","Norte América","B2B","No",10,202,3,4,20,89.46,7.34,1076.31,13.6,12.86,86.28,4227.65,60.5,-25.6
"Healthtech","Series A","Norte América","B2C","Sí",3,44,2,3,12,7.47,1.53,147.25,20.6,28.44,27.64,1496.73,57.5,1.1
"Fintech","Seed","LATAM","B2C","Sí",9,78,1,2,7,14.17,6.09,94.03,16.4,13.25,12.04,1964.33,64.5,12.7
"Healthtech","Series C+","Norte América","B2B","Sí",1,56,6,1,11,0.72,3.01,146.82,14.7,0,254.63,5572.61,84.2,5.9
"Healthtech","Series A","LATAM","B2C","Sí",2,40,3,4,8,7.21,4.82,147.6,8.2,12.62,36.14,1750.99,60.6,39
"Edtech","Seed","LATAM","B2B","Sí",5,55,1,3,2,0.1,1.28,43.58,5,8.05,191.68,1280.9,11,-28.2
"E-commerce","Series A","LATAM","B2B2C","Sí",13,162,2,4,11,24.85,8.53,263.44,12.8,26.64,156.16,2354.18,54.1,-10
"Healthtech","Seed","Europa","B2C","Sí",6,28,1,3,19,0.1,0.95,84.97,23.2,18.85,56.97,1256,57.1,-0.8
"Edtech","Series C+","Norte América","B2B","Sí",3,2,5,2,4,0.1,0.58,86.03,13.7,0.3,100.23,2503.61,78.8,61.5
"Fintech","Seed","LATAM","B2B","Sí",1,34,1,1,0,8.13,2.98,20.66,5,1.45,393.34,3206.27,74.2,6.1
"E-commerce","Series A","LATAM","B2B2C","No",1,2,3,1,4,8.53,3.25,59.49,5,0,94.11,891.78,30.5,-1.4
"SaaS","Series A","Europa","B2C","Sí",7,103,3,3,21,8.25,5.67,139.92,22,0,56.47,1290.46,64.5,11.4
"E-commerce","Series A","Asia","B2B","No",8,83,2,3,5,16.01,0.88,166.08,8.4,13.93,261.58,4338.26,72.6,5
"SaaS","Seed","Norte América","B2B2C","Sí",1,56,1,2,18,0.1,0.75,68.45,25.2,13.27,79.39,786.63,75.2,-15.4
"SaaS","Series A","Asia","B2B","Sí",11,123,2,4,28,15.49,8.6,224.5,33,1.9,318.66,4017.01,32.5,36.1
"Healthtech","Series C+","Europa","B2B","Sí",5,209,6,5,32,128.23,6.15,2413.99,37.1,0,109.97,5307.91,93.4,35.9
"E-commerce","Seed","Asia","B2C","No",3,32,1,2,8,3.69,3.71,61.16,23,5.13,75.07,50,22.3,4.5
"E-commerce","Series A","Asia","B2B","Sí",8,109,2,2,8,16,4.95,142.95,20.8,0,196.8,2382.23,63,26.8
"Healthtech","Seed","Europa","B2B","Sí",15,107,1,7,32,12.79,9.43,145.2,7.5,0,155.76,5551.01,67.7,-23.6
"Fintech","Series B","Asia","B2C","No",9,246,4,6,6,77.63,8.64,973.69,5,13.69,52.08,1658.16,56.5,-9.4
"Healthtech","Seed","Norte América","B2B","Sí",14,99,1,5,29,13.56,6.24,170.03,23.6,1.49,5,1832.9,62.4,38.5
"Fintech","Seed","Norte América","B2B2C","Sí",6,75,2,3,8,3.02,8.59,64.8,12.3,17.93,300.24,3169.05,37,57.6
"SaaS","Seed","Europa","B2C","No",12,90,2,5,35,8.01,8.62,143.33,33.9,13.61,5,2946.49,47.6,5.2
"SaaS","Series A","Norte América","B2B","Sí",5,100,2,2,11,4.55,5.34,97.53,14.6,0,162.07,2471.61,68.1,-16.6
"E-commerce","Series A","Europa","B2C","Sí",11,112,3,4,11,17.46,9.71,259.31,5,49.78,75.66,1074.91,51.2,22.6
"E-commerce","Series A","LATAM","B2C","Sí",13,185,2,5,13,34.17,15,293.74,10.3,0,80.42,2274.57,33,42.3
"Edtech","Seed","Norte América","B2B","Sí",5,53,1,4,4,7.32,0,39.18,18.3,13.8,151.86,2579.18,78.4,19
"SaaS","Series A","Norte América","B2B","Sí",10,102,2,5,19,21.13,6.93,232.47,24.3,8.08,201.94,4380.16,63.9,0.4
"E-commerce","Series B","Europa","B2C","Sí",10,242,4,6,10,41.56,10.99,604.7,18.5,4.33,60.01,2014.3,55.3,-12
"Edtech","Series B","Asia","B2B","No",9,210,4,4,11,43.28,3.61,568.43,16.3,1.31,226.33,2610.06,37.5,3.6
"Healthtech","Series A","LATAM","B2B","Sí",8,97,3,4,18,12.29,3.38,153.01,9.1,5.29,5,1708.6,77.3,5.9
"E-commerce","Series A","Europa","B2C","No",9,185,3,5,13,14.23,8.93,185.74,20.2,4.91,45.23,2082.89,18.4,-3.1
"E-commerce","Series A","LATAM","B2B2C","Sí",5,44,2,3,3,8.58,1.51,99.42,11.5,16.52,110.1,1385.56,68.9,21.9
"Edtech","Series C+","Norte América","B2C","Sí",12,368,6,10,7,248.7,5.51,4297.72,10.8,0,12.32,1425.09,54.1,-9.9
"Edtech","Series B","Asia","B2C","Sí",5,110,3,2,4,43.8,4.19,451.25,9.8,0,28.73,1722.09,59.1,22.3
"SaaS","Series C+","Norte América","B2B2C","Sí",10,378,6,9,13,201.61,14.32,3736.55,10.4,5.43,5,3914.84,95,-13.3
"E-commerce","Seed","Norte América","B2C","No",1,2,1,3,2,0.1,6.25,66.99,5,0,75.84,369.64,53.9,11.6
"E-commerce","Seed","Norte América","B2B","Sí",12,91,2,4,12,2.27,9.35,88.81,25.8,22.26,135.88,6934.86,95,49.6
"Edtech","Series A","Norte América","B2B","No",8,105,3,3,12,16.9,2.16,175.73,24.4,0,46.27,3525.44,59.4,38.2
"Edtech","Series A","Norte América","B2B","No",5,75,3,3,5,6.22,3.85,103.71,27.4,6.69,141.91,3197.7,80.6,5.9
"Healthtech","Seed","Norte América","B2C","Sí",5,39,1,1,15,10.25,6.71,79.22,5,9.32,23.61,1160.45,72.1,10.4
"SaaS","Series A","Europa","B2B","Sí",2,49,2,1,17,9.32,4.85,104.81,33.1,0,246.27,2703.62,72.6,-8.3
"E-commerce","Seed","Norte América","B2B","Sí",12,119,1,5,8,0.1,10.36,90.68,12.8,0,113.94,5104.73,85.4,28
"Edtech","Series A","Europa","B2C","Sí",14,192,3,4,12,29.7,8.37,310,26.4,20.51,51.35,768.97,66.7,-2.8
"SaaS","Series A","Norte América","B2B","Sí",3,44,2,1,7,0.1,0,54.89,19.6,0,235.12,4021.89,95,1.1
"E-commerce","Series A","LATAM","B2B","No",7,67,3,2,11,0.1,7.29,156.94,33.4,21.95,270.81,5245.36,61,51.7
"E-commerce","Series A","Europa","B2C","No",2,55,2,1,5,8.46,7.12,85.82,7,0,17.7,1363.97,54.9,30.4
"Healthtech","Series A","Norte América","B2C","Sí",9,133,3,3,28,19.4,6.72,262.79,23.4,1.01,41.91,1369.07,58.6,-43.2
"Fintech","Series B","Asia","B2B","Sí",5,143,3,4,6,29.24,6.51,432.44,15.8,0,211.6,5405.05,91.7,-41.8
"Fintech","Seed","Norte América","B2C","Sí",13,116,2,3,8,5.03,8.62,66.89,5,0,76.89,1642.26,49.4,-14.1
"SaaS","Series A","Norte América","B2C","No",7,79,2,3,27,22.3,6.62,231.13,42.3,0,8.67,2350.85,76.9,-4.5
"E-commerce","Series B","Asia","B2C","Sí",12,260,4,6,11,100.35,14.45,1180.41,20.3,14.59,48.03,3313.57,87,39.3
"Healthtech","Seed","Asia","B2B","Sí",4,28,1,1,19,0.1,3.63,78.81,22.3,9.78,278.74,3780.74,64.1,-15.5
"E-commerce","Seed","Europa","B2C","No",7,95,1,4,7,0.1,9.12,25.48,15.2,0.1,34.06,789.27,34.2,-0.1
"E-commerce","Seed","Asia","B2B2C","No",8,81,1,3,8,15.06,7.24,126.39,21.3,10.78,100.1,2586.4,72.7,11.2
"SaaS","Seed","Europa","B2C","No",8,64,1,4,31,8.46,7.82,174.72,44.5,50,77.85,2607.04,86,59.1
"Edtech","Seed","Asia","B2B","No",7,44,2,3,7,13.9,0,99.12,10.3,15.28,131.71,2666.97,71.8,-30.7
"E-commerce","Seed","Asia","B2B","Sí",9,62,1,4,9,0.1,7.04,34.32,16.5,0,94.93,4591.39,67.5,10.8
"Fintech","Series C+","Norte América","B2C","No",7,186,6,8,10,168.47,5.2,2873.79,28.6,0.07,5,1274.42,33.6,38.9
"SaaS","Series B","LATAM","B2C","Sí",11,204,4,6,22,59.92,8.81,753.98,31.8,12.04,60.08,1527.77,34,40.4
"E-commerce","Series A","Norte América","B2C","Sí",4,20,2,2,4,0.1,0.57,52.8,9,0,5,984.27,41,-9.5
"Healthtech","Seed","Europa","B2B","No",8,91,2,3,37,2.94,5.07,104.68,44,0,338.04,3240.8,55.3,59.5
"Healthtech","Seed","Norte América","B2B2C","Sí",4,39,1,3,6,10.36,0,79.57,5,20.56,5,875.99,43.4,-12.8
"Healthtech","Series A","Asia","B2B2C","No",10,141,3,3,24,17.37,6.07,231.57,18.6,2.29,5,2916.15,65.2,7
"Edtech","Seed","Norte América","B2B2C","No",13,98,2,5,12,5.64,2.27,82.9,13.2,24.34,187.59,1617.09,58,7.6
"Fintech","Seed","Norte América","B2B","Sí",12,130,2,5,7,4.2,6.77,84.5,8.9,1.3,5,5196.52,71.1,76.2
"SaaS","Series B","Norte América","B2C","Sí",4,80,3,3,13,32.66,6.53,401.09,15.8,6.07,64.77,1854.78,79.3,8.4
"Healthtech","Seed","LATAM","B2C","Sí",11,107,2,5,32,14.61,2.9,156.26,18.2,9.18,45.33,1087.22,46.2,-32.6
"Fintech","Seed","LATAM","B2C","No",13,77,1,5,12,11,5.04,117.03,21.5,34.99,16.28,636.08,75.8,1.9
"SaaS","Series B","LATAM","B2C","Sí",12,281,4,7,19,112.48,12.66,1245,11.4,8.12,59.04,2538.86,90,-48.7
"Edtech","Seed","Norte América","B2B","No",3,49,1,4,5,3.16,0,31,10.1,0,177.46,1352.47,40.3,40.2
"Edtech","Seed","Europa","B2B2C","Sí",9,124,1,4,8,12.17,1.33,136.44,21.6,24.44,117.99,938.05,49,20.2
"Fintech","Series B","Europa","B2C","Sí",11,231,4,7,9,61.35,11.79,848.97,13.1,10.55,13.11,917.98,64.5,27.7
"Fintech","Seed","Norte América","B2C","Sí",6,62,1,2,6,0.1,3.11,35.95,17.3,9.69,43.59,423.29,57.1,-5.9
"Edtech","Series A","Norte América","B2C","Sí",5,55,3,3,2,19.68,3.87,172.15,5,2.92,68.42,761.13,52.4,-1.6
"Edtech","Series C+","Norte América","B2C","Sí",5,103,6,6,5,134.49,0,2459.7,11.2,3.21,49.03,1039.34,59,27.5
"Edtech","Seed","LATAM","B2C","Sí",3,30,2,2,2,0.1,3.31,18.35,12.6,16.38,5,1003.57,65.1,-13.6
"Fintech","Seed","Norte América","B2B","Sí",3,39,1,1,4,11.26,0.06,50.07,15.6,13.11,285.42,6099.32,81.1,3.5
"Fintech","Series A","LATAM","B2C","Sí",14,157,3,6,11,28.74,10.32,342.94,14.7,35.34,29.41,2814.85,46.7,7.2
"Fintech","Series C+","Norte América","B2B","No",4,174,7,6,5,132.34,6.32,2295.79,16.5,4.96,12.14,5033.33,88,-0.9
"Fintech","Series B","Norte América","B2B","No",1,63,4,1,2,0.1,0,21.73,8.4,0,166.66,4243.45,92.4,-15.8
"E-commerce","Series A","Norte América","B2B","Sí",11,164,2,5,8,39.19,9.16,338.62,14.1,0.95,205.21,6081.25,71.9,26.7
"Fintech","Series C+","Asia","B2B2C","No",11,390,7,10,7,249.38,13.01,4366.38,5,0,158.45,3412.57,76.4,21.4
"E-commerce","Series C+","Norte América","B2C","Sí",4,132,6,4,4,84.72,7.65,1522.98,5.4,1.11,39.94,1423.81,52.9,48
"SaaS","Series A","Europa","B2B","Sí",4,60,3,1,10,14.23,2.14,210.33,16.4,21.01,9.63,2751.71,87.2,64.5
"Edtech","Series C+","Norte América","B2C","Sí",3,171,5,4,2,113.44,1.44,1933.25,5.1,2.04,40.35,631.95,56.9,-32.8
"Fintech","Seed","Norte América","B2C","Sí",12,74,2,4,10,9.35,5.91,130.59,8,20.28,81.64,785.03,43.7,18.9
"E-commerce","Series A","Norte América","B2C","Sí",14,162,3,5,10,36.83,10.83,385.03,17.5,26.35,24.6,2474.95,74.3,5.8
