"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
21,"Femenino","Bogotá",2,"Técnico","Soltero","Desempleado","No Aplica","No",0,8e+05,124770,2,63876,"Italiana","Cena","Entre Semana",21,"No",82,3.2,58,0.7,"Débito","Smartphone",0,4,51,7.8,8
41,"Femenino","Cali",4,"Posgrado","Unión Libre","Independiente","Remoto","Sí",3,15959834,3e+06,24,118776,"Italiana","Cena","Fin de Semana",20,"No",37,4.7,25,1.6,"PSE","Smartphone",1,6,58,9,6
36,"Femenino","Barranquilla",3,"Posgrado","Soltero","Desempleado","No Aplica","No",0,1889510,110814,4,32063,"Comida Rápida","Cena","Fin de Semana",40,"No",31,4.5,32,5.2,"Débito","Computador",0,1,45,7.7,10
24,"Masculino","Cali",4,"Universitario","Soltero","Independiente","Remoto","No",0,7131651,914455,26,36723,"Comida Rápida","Snack","Entre Semana",4,"Sí",70,4.3,36,3.2,"Débito","Smartphone",1,11,14,4.4,17
33,"Femenino","Cartagena",5,"Universitario","Unión Libre","Desempleado","No Aplica","Sí",2,3017216,1530235,12,136313,"Italiana","Cena","Fin de Semana",23,"No",33,4.2,28,2.3,"Débito","Smartphone",0,3,56,7.5,17
26,"Femenino","Medellín",4,"Universitario","Casado","Empleado","Presencial","No",0,7156177,1086866,22,49948,"Asiática","Cena","Entre Semana",4,"Sí",48,4.4,47,2.9,"Débito","Tablet",1,7,60,9.8,16
36,"Masculino","Barranquilla",1,"Posgrado","Casado","Empleado","Presencial","No",0,3255891,331707,10,33292,"Saludable","Cena","Entre Semana",47,"No",69,4.5,50,1.2,"Débito","Smartphone",0,3,58,3.3,5
18,"Masculino","Medellín",2,"Secundaria","Soltero","Estudiante","No Aplica","No",0,8e+05,112297,3,35728,"Local","Almuerzo","Fin de Semana",31,"No",59,4.6,44,3.6,"Efectivo","Smartphone",0,1,24,9.6,19
31,"Femenino","Cartagena",4,"Universitario","Unión Libre","Empleado","Híbrido","No",0,10493340,626361,15,40474,"Comida Rápida","Cena","Entre Semana",27,"No",54,4.4,51,1.4,"Tarjeta Crédito","Tablet",0,6,40,6.6,22
41,"Femenino","Bogotá",3,"Técnico","Soltero","Independiente","Remoto","No",0,5156222,890895,27,40880,"Comida Rápida","Almuerzo","Fin de Semana",6,"Sí",52,3.8,42,4.1,"Débito","Smartphone",2,14,15,9.5,5
30,"Masculino","Cali",6,"Universitario","Soltero","Empleado","Presencial","No",0,16867658,1826971,36,53069,"Saludable","Cena","Fin de Semana",15,"Sí",27,3.5,39,1.1,"Tarjeta Crédito","Smartphone",3,19,4,9.4,22
30,"Masculino","Bogotá",2,"Universitario","Casado","Empleado","Híbrido","No",0,3859967,455692,10,40648,"Asiática","Almuerzo","Fin de Semana",21,"No",48,4.3,27,1.3,"Efectivo","Smartphone",0,4,37,8,12
18,"Masculino","Medellín",4,"Universitario","Casado","Estudiante","No Aplica","No",0,2479524,461138,8,50621,"Local","Snack","Entre Semana",40,"No",50,4.7,32,13,"PSE","Smartphone",0,2,39,5.3,22
18,"Masculino","Cali",2,"Universitario","Unión Libre","Estudiante","No Aplica","No",0,8e+05,72989,2,34001,"Local","Cena","Entre Semana",15,"No",54,3.9,21,10.5,"Efectivo","Smartphone",0,1,57,5.6,19
39,"Masculino","Cali",4,"Posgrado","Casado","Empleado","Remoto","No",0,16333401,1380656,23,71508,"Asiática","Almuerzo","Entre Semana",53,"Sí",60,3.9,46,6.5,"Débito","Smartphone",2,4,49,6.4,0
24,"Masculino","Bogotá",1,"Universitario","Unión Libre","Independiente","Presencial","No",0,1935717,146546,5,33258,"Saludable","Cena","Fin de Semana",4,"No",72,4.5,58,3.8,"Débito","Smartphone",0,6,70,6.2,8
30,"Otro","Bogotá",3,"Técnico","Unión Libre","Empleado","Remoto","No",0,3723109,246845,8,28038,"Postres","Almuerzo","Fin de Semana",2,"No",46,4,48,4.2,"Efectivo","Smartphone",0,5,57,7.8,21
42,"Femenino","Cali",1,"Secundaria","Divorciado","Independiente","Remoto","Sí",1,1452031,336484,5,70900,"Italiana","Desayuno","Entre Semana",21,"No",72,3.2,32,3,"Débito","Computador",1,5,64,5.2,13
48,"Femenino","Bogotá",3,"Universitario","Divorciado","Independiente","Remoto","No",0,7331890,706643,18,43832,"Saludable","Almuerzo","Fin de Semana",54,"Sí",41,4.2,59,8.7,"Efectivo","Smartphone",1,6,44,7.7,10
26,"Femenino","Bogotá",5,"Posgrado","Soltero","Empleado","Híbrido","No",0,15396373,1295216,24,58491,"Italiana","Almuerzo","Fin de Semana",12,"No",14,3.3,46,3.7,"Débito","Smartphone",4,4,18,8.7,12
22,"Masculino","Bogotá",2,"Universitario","Soltero","Estudiante","No Aplica","No",0,845715,85521,4,23233,"Postres","Cena","Fin de Semana",19,"No",70,4.3,50,4.3,"Débito","Tablet",0,1,24,12.1,22
18,"Otro","Bogotá",4,"Universitario","Unión Libre","Empleado","Remoto","No",0,6847974,438264,10,43275,"Saludable","Almuerzo","Fin de Semana",8,"No",48,3.8,33,9.2,"Tarjeta Crédito","Computador",1,5,65,10,22
43,"Masculino","Medellín",3,"Secundaria","Casado","Independiente","Presencial","Sí",4,4634947,810306,11,64468,"Comida Rápida","Cena","Entre Semana",46,"No",41,4,50,2.9,"Débito","Smartphone",0,6,66,7.1,5
39,"Masculino","Cali",4,"Universitario","Soltero","Empleado","Presencial","No",0,11085026,1429680,25,55573,"Italiana","Almuerzo","Entre Semana",27,"No",29,3.8,45,12.3,"Tarjeta Crédito","Smartphone",2,8,35,7.5,11
40,"Masculino","Medellín",4,"Universitario","Casado","Empleado","Presencial","Sí",2,10461636,2559348,45,69230,"Saludable","Cena","Fin de Semana",43,"Sí",36,4.5,49,5.6,"Tarjeta Crédito","Smartphone",1,19,58,5.9,5
47,"Femenino","Medellín",4,"Posgrado","Casado","Empleado","Híbrido","No",0,18156811,2395438,33,71109,"Italiana","Cena","Entre Semana",39,"Sí",31,4.5,58,1.7,"Efectivo","Smartphone",1,10,44,9.8,6
26,"Femenino","Medellín",3,"Posgrado","Soltero","Independiente","Remoto","Sí",2,8279795,2330005,27,88616,"Asiática","Cena","Fin de Semana",14,"Sí",66,4.8,57,7.5,"Tarjeta Crédito","Smartphone",1,10,61,10,20
26,"Masculino","Bogotá",3,"Técnico","Casado","Estudiante","No Aplica","No",0,941159,149418,4,38726,"Comida Rápida","Cena","Fin de Semana",30,"No",31,5,43,1.3,"PSE","Smartphone",0,4,65,5.6,35
25,"Masculino","Bogotá",3,"Posgrado","Casado","Empleado","Híbrido","Sí",1,7513874,448360,9,54025,"Local","Almuerzo","Fin de Semana",58,"No",15,4.1,47,6.3,"Débito","Smartphone",0,7,60,4.6,20
32,"Masculino","Cartagena",3,"Técnico","Unión Libre","Independiente","Remoto","Sí",3,4833978,1926365,17,123006,"Asiática","Almuerzo","Entre Semana",11,"No",49,4.9,33,1.4,"Efectivo","Computador",1,2,88,9,13
48,"Masculino","Cali",3,"Universitario","Casado","Empleado","Presencial","Sí",1,6317385,590430,14,41585,"Comida Rápida","Cena","Entre Semana",44,"Sí",35,5,50,3.2,"Efectivo","Smartphone",0,7,58,7.2,11
37,"Femenino","Cali",2,"Secundaria","Divorciado","Empleado","Presencial","No",0,2151596,297065,9,32920,"Saludable","Cena","Fin de Semana",47,"No",78,3.3,45,2.8,"Débito","Smartphone",1,8,20,5.3,0
27,"Masculino","Cartagena",2,"Técnico","Casado","Empleado","Presencial","Sí",1,2065652,251780,6,41764,"Local","Almuerzo","Fin de Semana",37,"No",66,4.6,32,2.9,"Efectivo","Computador",0,2,68,6.2,8
50,"Femenino","Cartagena",1,"Universitario","Casado","Empleado","Remoto","No",0,2377878,606052,11,54320,"Italiana","Desayuno","Entre Semana",29,"No",62,4.3,37,3.8,"Efectivo","Computador",0,5,44,3.2,0
28,"Masculino","Cartagena",1,"Universitario","Soltero","Desempleado","No Aplica","Sí",1,8e+05,259951,7,43177,"Comida Rápida","Snack","Fin de Semana",36,"No",84,4.6,36,3.4,"Débito","Smartphone",0,3,78,6.3,14
32,"Femenino","Barranquilla",2,"Técnico","Soltero","Empleado","Híbrido","No",0,2708635,341767,5,61704,"Italiana","Almuerzo","Entre Semana",10,"No",100,3,58,1.9,"Efectivo","Computador",1,5,6,7.9,15
40,"Femenino","Barranquilla",3,"Universitario","Divorciado","Empleado","Presencial","No",0,5561193,1157703,19,63237,"Italiana","Almuerzo","Fin de Semana",50,"Sí",41,3.6,49,9.7,"Efectivo","Smartphone",2,3,26,10.8,0
21,"Masculino","Cali",5,"Técnico","Soltero","Empleado","Remoto","No",0,8172769,1396705,39,40178,"Comida Rápida","Snack","Entre Semana",52,"Sí",59,3.4,37,1.4,"Tarjeta Crédito","Smartphone",5,19,17,7.9,11
31,"Masculino","Cali",2,"Universitario","Unión Libre","Empleado","Presencial","Sí",1,3199372,899753,13,71615,"Italiana","Cena","Entre Semana",14,"No",89,4,54,7.8,"Efectivo","Smartphone",0,5,59,3.7,7
53,"Femenino","Cali",2,"Universitario","Divorciado","Empleado","Presencial","No",0,3889179,396367,10,45838,"Italiana","Almuerzo","Entre Semana",46,"No",66,4.2,32,2.7,"PSE","Smartphone",0,1,28,6.6,6
18,"Femenino","Medellín",3,"Secundaria","Soltero","Independiente","Híbrido","No",0,2472083,298589,7,40695,"Comida Rápida","Cena","Fin de Semana",23,"No",50,5,56,6.4,"Débito","Smartphone",0,3,13,9.6,13
49,"Femenino","Medellín",2,"Técnico","Unión Libre","Empleado","Híbrido","No",0,2635989,244151,7,31041,"Local","Desayuno","Fin de Semana",54,"No",79,3.4,46,3.9,"Tarjeta Crédito","Smartphone",1,5,20,2.4,0
42,"Masculino","Cali",1,"Secundaria","Soltero","Empleado","Presencial","Sí",2,1356058,128498,3,46210,"Saludable","Snack","Fin de Semana",2,"No",69,5,39,1.1,"Débito","Smartphone",0,2,91,6.4,8
40,"Masculino","Medellín",5,"Universitario","Unión Libre","Empleado","Presencial","Sí",1,12885006,1024849,33,34617,"Postres","Almuerzo","Fin de Semana",37,"Sí",32,5,57,1.2,"Tarjeta Crédito","Smartphone",1,18,72,8.1,0
32,"Masculino","Medellín",1,"Secundaria","Soltero","Independiente","Remoto","No",0,1352722,162602,4,40369,"Italiana","Almuerzo","Entre Semana",26,"No",64,3.2,42,2.3,"Efectivo","Smartphone",1,1,12,5.8,14
18,"Masculino","Cali",4,"Universitario","Casado","Independiente","Presencial","No",0,9259714,1143388,21,48481,"Asiática","Desayuno","Fin de Semana",55,"No",57,4.2,40,1.9,"Débito","Smartphone",1,10,39,8.7,18
43,"Femenino","Medellín",3,"Universitario","Casado","Empleado","Híbrido","No",0,6186014,401042,7,55017,"Asiática","Cena","Entre Semana",48,"No",51,4.1,57,3.1,"Efectivo","Computador",0,2,70,8.1,1
44,"Femenino","Bogotá",3,"Técnico","Divorciado","Estudiante","No Aplica","Sí",1,1501519,182541,3,65958,"Asiática","Almuerzo","Entre Semana",47,"No",51,4.4,57,1.1,"Efectivo","Smartphone",0,1,66,8.3,2
47,"Femenino","Cartagena",3,"Secundaria","Soltero","Empleado","Presencial","Sí",2,4671006,1339608,14,93797,"Asiática","Almuerzo","Fin de Semana",48,"Sí",55,4.7,55,6,"Tarjeta Crédito","Tablet",0,3,77,6.6,8
28,"Masculino","Bogotá",1,"Secundaria","Soltero","Empleado","Presencial","No",0,1080580,196142,5,41889,"Saludable","Almuerzo","Fin de Semana",45,"No",59,3.5,52,1.2,"PSE","Smartphone",0,1,0,7,23
18,"Femenino","Medellín",3,"Universitario","Soltero","Estudiante","No Aplica","No",0,1376894,108601,3,36425,"Comida Rápida","Cena","Fin de Semana",13,"No",50,4.3,42,2,"Efectivo","Smartphone",0,3,28,12.5,25
25,"Femenino","Cartagena",3,"Universitario","Soltero","Empleado","Híbrido","No",0,6157195,186714,10,20022,"Postres","Almuerzo","Entre Semana",52,"No",71,4,56,3.2,"Débito","Smartphone",0,6,46,6,18
30,"Femenino","Bogotá",2,"Técnico","Casado","Independiente","Remoto","Sí",1,2945368,918259,16,53693,"Local","Cena","Fin de Semana",20,"No",57,4,61,5.8,"Débito","Computador",0,7,33,10.4,13
22,"Masculino","Cali",3,"Técnico","Soltero","Empleado","Híbrido","No",0,4079850,298006,9,32296,"Comida Rápida","Cena","Entre Semana",9,"No",37,4.4,61,9.1,"Débito","Computador",0,4,23,5.1,3
26,"Femenino","Cartagena",4,"Posgrado","Soltero","Empleado","Híbrido","No",0,10715816,1184072,27,41347,"Comida Rápida","Almuerzo","Entre Semana",57,"No",53,3.7,45,2,"Débito","Smartphone",2,13,31,7.6,20
26,"Otro","Bogotá",4,"Universitario","Soltero","Empleado","Híbrido","Sí",1,7880821,1138352,27,49751,"Local","Cena","Fin de Semana",8,"Sí",10,4.3,40,1.3,"Efectivo","Computador",1,17,59,9.4,7
28,"Femenino","Medellín",5,"Universitario","Casado","Independiente","Remoto","No",0,12530987,1040922,23,39826,"Comida Rápida","Snack","Entre Semana",39,"No",18,4.4,36,5.7,"PSE","Tablet",1,11,54,10.1,12
24,"Masculino","Bogotá",4,"Secundaria","Soltero","Desempleado","No Aplica","Sí",1,801601,245219,3,76262,"Asiática","Almuerzo","Fin de Semana",52,"No",64,5,70,1.5,"Débito","Smartphone",0,2,83,7.7,11
39,"Masculino","Bogotá",2,"Universitario","Casado","Estudiante","No Aplica","Sí",1,1121416,181362,3,60861,"Saludable","Cena","Fin de Semana",34,"No",97,4.6,53,3.3,"Débito","Computador",0,1,81,2.4,0
31,"Masculino","Medellín",5,"Universitario","Soltero","Empleado","Presencial","No",0,12038843,2641061,36,77320,"Italiana","Almuerzo","Entre Semana",12,"Sí",48,3.7,56,1.7,"Tarjeta Crédito","Smartphone",3,15,9,7.5,13
26,"Masculino","Bogotá",2,"Técnico","Soltero","Estudiante","No Aplica","No",0,8e+05,60843,3,19166,"Postres","Snack","Fin de Semana",22,"No",74,4.7,56,5.4,"Efectivo","Smartphone",0,1,20,6.9,21
37,"Masculino","Medellín",3,"Posgrado","Soltero","Empleado","Presencial","No",0,7796070,668802,22,33671,"Comida Rápida","Cena","Entre Semana",37,"Sí",45,4,36,2.6,"Efectivo","Smartphone",1,12,23,4.1,8
28,"Masculino","Barranquilla",4,"Universitario","Casado","Empleado","Híbrido","No",0,8079830,690000,20,40173,"Comida Rápida","Cena","Entre Semana",48,"No",34,4.1,15,2.7,"Tarjeta Crédito","Smartphone",1,11,38,6.4,12
44,"Femenino","Medellín",3,"Universitario","Casado","Empleado","Híbrido","Sí",2,7655458,1072083,14,75436,"Asiática","Cena","Entre Semana",45,"Sí",17,3.1,50,1.9,"Débito","Smartphone",2,1,83,9.1,8
20,"Femenino","Medellín",3,"Secundaria","Soltero","Empleado","Híbrido","No",0,2832802,527152,10,48269,"Italiana","Almuerzo","Fin de Semana",17,"No",49,4.3,55,9.3,"Débito","Smartphone",0,2,17,4.1,13
35,"Masculino","Medellín",3,"Universitario","Casado","Empleado","Presencial","Sí",2,5684528,955411,13,76613,"Local","Cena","Fin de Semana",36,"Sí",61,4.4,42,3.2,"Débito","Smartphone",0,6,93,7.3,7
29,"Femenino","Barranquilla",4,"Universitario","Unión Libre","Empleado","Presencial","No",0,8970842,2238477,29,75054,"Italiana","Almuerzo","Fin de Semana",1,"Sí",24,4.2,29,2,"Débito","Smartphone",1,10,48,8.8,8
41,"Femenino","Medellín",2,"Secundaria","Divorciado","Empleado","Presencial","Sí",3,2226018,358601,7,49562,"Postres","Cena","Fin de Semana",22,"No",90,4.2,27,5,"Débito","Smartphone",0,4,66,6.8,12
22,"Masculino","Bogotá",5,"Universitario","Casado","Desempleado","No Aplica","No",0,2202170,474893,9,46374,"Local","Cena","Fin de Semana",4,"No",2,4.5,48,4,"Efectivo","Smartphone",0,5,52,9.5,19
34,"Masculino","Bogotá",2,"Universitario","Soltero","Empleado","Remoto","No",0,2992577,351599,9,38327,"Local","Snack","Fin de Semana",17,"No",64,4.3,54,3.7,"Efectivo","Smartphone",0,3,27,1.9,18
34,"Femenino","Cali",3,"Técnico","Casado","Estudiante","No Aplica","Sí",1,1538572,233231,5,50961,"Comida Rápida","Desayuno","Fin de Semana",36,"No",44,4.6,43,2.8,"Efectivo","Smartphone",0,2,70,9.3,12
36,"Masculino","Bogotá",4,"Universitario","Divorciado","Empleado","Híbrido","No",0,8591716,1976431,36,59636,"Italiana","Cena","Entre Semana",40,"Sí",46,3,57,3.8,"PSE","Smartphone",5,7,25,7.3,6
22,"Femenino","Bogotá",4,"Universitario","Casado","Empleado","Presencial","No",0,6417528,538923,10,57907,"Saludable","Desayuno","Entre Semana",55,"No",33,4,30,6.1,"Tarjeta Crédito","Smartphone",0,5,42,7.7,17
38,"Femenino","Bogotá",4,"Universitario","Casado","Empleado","Híbrido","Sí",2,8277072,2003725,33,54360,"Comida Rápida","Almuerzo","Fin de Semana",8,"No",51,4.7,34,8.7,"Tarjeta Crédito","Computador",1,14,84,10.1,13
37,"Femenino","Barranquilla",4,"Universitario","Soltero","Desempleado","No Aplica","Sí",1,1678703,259895,4,73983,"Saludable","Cena","Entre Semana",7,"No",2,3.5,31,2.6,"Tarjeta Crédito","Smartphone",0,3,89,7.7,2
25,"Masculino","Medellín",4,"Secundaria","Soltero","Desempleado","No Aplica","Sí",1,8e+05,313571,5,71538,"Saludable","Almuerzo","Fin de Semana",44,"No",45,5,48,0.9,"Tarjeta Crédito","Smartphone",0,1,55,7.9,16
32,"Masculino","Medellín",1,"Secundaria","Casado","Empleado","Remoto","Sí",2,1035668,192346,5,35990,"Comida Rápida","Almuerzo","Fin de Semana",11,"No",83,4.2,53,3.5,"Débito","Smartphone",0,1,77,3.5,13
29,"Femenino","Bogotá",3,"Universitario","Casado","Empleado","Híbrido","Sí",1,6418418,651713,18,39323,"Comida Rápida","Almuerzo","Fin de Semana",52,"No",53,4.9,54,1.9,"Efectivo","Smartphone",1,10,66,5.2,15
36,"Masculino","Medellín",3,"Universitario","Unión Libre","Empleado","Presencial","Sí",1,5364055,768032,19,45945,"Local","Almuerzo","Entre Semana",33,"No",48,4.1,48,4.5,"Efectivo","Smartphone",1,11,64,6.5,3
44,"Masculino","Cali",3,"Técnico","Soltero","Empleado","Presencial","Sí",4,4119360,1352085,25,62223,"Postres","Almuerzo","Fin de Semana",60,"Sí",25,5,38,1.8,"Efectivo","Smartphone",1,10,94,6.6,10
18,"Femenino","Medellín",1,"Técnico","Soltero","Estudiante","No Aplica","No",0,8e+05,138433,4,34341,"Saludable","Almuerzo","Fin de Semana",56,"No",27,3.7,42,6.6,"Débito","Smartphone",0,3,53,2.1,31
33,"Masculino","Cartagena",2,"Técnico","Soltero","Desempleado","No Aplica","Sí",3,8e+05,456533,6,76327,"Asiática","Cena","Fin de Semana",32,"No",68,4,57,8.4,"Tarjeta Crédito","Smartphone",0,5,68,6.1,13
27,"Masculino","Bogotá",4,"Universitario","Unión Libre","Desempleado","No Aplica","Sí",2,1840431,418214,6,66712,"Saludable","Almuerzo","Fin de Semana",51,"No",31,4.3,51,2.4,"Tarjeta Crédito","Tablet",0,3,64,7.9,11
43,"Masculino","Medellín",3,"Universitario","Unión Libre","Empleado","Remoto","Sí",4,7416932,3e+06,25,112852,"Italiana","Cena","Fin de Semana",23,"No",40,3.8,62,0.6,"Tarjeta Crédito","Smartphone",2,6,80,6,8
33,"Masculino","Bogotá",2,"Técnico","Soltero","Independiente","Remoto","Sí",1,2257949,621643,14,46194,"Comida Rápida","Cena","Fin de Semana",17,"No",66,3.7,58,4.5,"Efectivo","Smartphone",1,7,50,8.8,15
19,"Masculino","Cartagena",2,"Universitario","Soltero","Independiente","Remoto","No",0,3453159,269789,10,29566,"Comida Rápida","Snack","Entre Semana",18,"No",54,3.8,15,14.3,"Débito","Smartphone",1,9,33,4.9,19
48,"Femenino","Bogotá",4,"Universitario","Soltero","Independiente","Remoto","Sí",3,11307113,3e+06,60,135943,"Asiática","Almuerzo","Fin de Semana",45,"Sí",31,4,43,4,"Débito","Computador",2,11,72,7.6,0
26,"Femenino","Cali",3,"Universitario","Divorciado","Empleado","Remoto","No",0,4293307,604119,13,49756,"Saludable","Cena","Entre Semana",20,"Sí",50,3.4,24,1,"Efectivo","Smartphone",2,4,34,5.4,16
25,"Femenino","Barranquilla",6,"Universitario","Casado","Desempleado","No Aplica","Sí",1,2902964,1388412,12,109579,"Asiática","Almuerzo","Fin de Semana",17,"No",22,4.1,61,0.7,"Tarjeta Crédito","Smartphone",0,1,65,10.8,17
32,"Masculino","Medellín",3,"Secundaria","Casado","Estudiante","No Aplica","Sí",1,866871,223392,3,74723,"Asiática","Desayuno","Entre Semana",8,"No",26,4.7,29,3.6,"Débito","Smartphone",0,1,65,7.9,15
39,"Femenino","Bogotá",2,"Universitario","Casado","Desempleado","No Aplica","No",0,8e+05,125229,4,29110,"Local","Desayuno","Entre Semana",17,"No",65,4.6,27,0.7,"Tarjeta Crédito","Computador",0,2,61,3.8,0
36,"Femenino","Medellín",1,"Universitario","Casado","Empleado","Presencial","Sí",1,1867303,418818,7,52424,"Saludable","Almuerzo","Fin de Semana",59,"No",83,4.3,52,1.1,"Tarjeta Crédito","Smartphone",0,1,80,0,12
24,"Femenino","Cali",6,"Posgrado","Soltero","Estudiante","No Aplica","No",0,7809555,378585,8,49871,"Comida Rápida","Almuerzo","Entre Semana",8,"No",11,4.2,50,4.1,"Débito","Smartphone",0,4,31,9.7,30
25,"Masculino","Bogotá",4,"Universitario","Soltero","Empleado","Presencial","No",0,8995467,1254180,28,40611,"Local","Cena","Fin de Semana",14,"No",37,5,54,0.6,"Tarjeta Crédito","Smartphone",1,13,33,5.7,19
39,"Femenino","Bogotá",2,"Universitario","Unión Libre","Empleado","Remoto","Sí",1,3558924,668829,14,45972,"Comida Rápida","Almuerzo","Entre Semana",59,"No",77,5,71,1.7,"Débito","Smartphone",0,9,84,6.6,5
