"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"E-commerce","Series A","Norte América","B2B2C","Sí",12,148,2,6,8,31.16,12.19,257.56,11.5,0,168.03,1861.06,33.6,21.3
"Fintech","Seed","Europa","B2B2C","No",13,140,1,4,7,6.59,6.03,102.07,10.4,22.74,143.92,3633.85,24.7,-12.1
"E-commerce","Seed","LATAM","B2B","No",1,40,1,1,1,9.65,0,31.48,5,14.5,213.62,297.06,48.9,-16.2
"Healthtech","Series A","Norte América","B2B","No",11,85,3,3,31,10.87,5.24,241.86,26.9,7.87,282.42,2650.36,77.4,24.1
"SaaS","Series A","LATAM","B2C","Sí",1,8,3,1,8,0.1,0,64.85,11.5,18.64,75.62,1864.27,95,4.4
"E-commerce","Series C+","Asia","B2B","Sí",7,232,4,7,4,203.48,6.86,3450.54,5,6.73,164.15,5616.12,78.6,45.2
"SaaS","Seed","Europa","B2B","No",13,125,1,5,18,10.17,6.62,103.89,15.7,8.75,207.02,2114.28,33,8.1
"SaaS","Series B","Norte América","B2B","No",15,324,4,8,23,56.89,9.08,799.52,19.6,4.51,256.47,4451.37,74.6,33.3
"Healthtech","Series A","Norte América","B2B","Sí",3,58,3,1,26,8.23,0,190.49,29.2,9.39,55.84,50,38,46.8
"E-commerce","Series B","Europa","B2B","Sí",14,273,4,6,12,98.96,14.81,1164.27,25.4,0,39.44,5701.87,39.8,7.4
"Edtech","Series B","Norte América","B2B","Sí",5,160,4,4,4,29.11,1.57,382.31,14.2,4.53,49.78,4313.07,63.1,37.3
"Fintech","Seed","Norte América","B2B2C","No",9,57,2,4,11,4.24,3.8,69.7,27.1,4.47,183.57,2700.53,56.7,6.6
"Edtech","Series A","Europa","B2C","Sí",15,170,3,4,12,9.97,9.18,165.1,14.1,11.1,19.26,1688.3,61.4,-26
"E-commerce","Seed","Norte América","B2B2C","No",7,61,1,3,6,1.53,4.41,23.45,22.7,0,62.98,1526.67,60,43
"E-commerce","Series B","LATAM","B2C","No",12,235,4,7,9,55.83,10.47,716.33,16,0,76.37,2154.3,81.9,24.4
"E-commerce","Series A","Norte América","B2B","Sí",4,96,3,3,1,15.01,3.63,115.56,5,10.02,164.96,2263.18,71.1,38.1
"SaaS","Series C+","Norte América","B2B","No",15,421,5,12,28,268.6,13.22,4932.2,17,1.15,89.72,5499.59,62.8,4.6
"Healthtech","Seed","Norte América","B2B2C","No",14,122,1,5,21,0.1,6.26,127.89,5,2.77,92.28,2827.91,53.1,12.2
"Healthtech","Series B","Norte América","B2B","No",4,90,4,3,24,9.94,5.95,248.96,34.1,6.31,348.2,1308.2,55.9,36.6
"Edtech","Seed","Norte América","B2C","Sí",2,16,2,2,6,7.19,0,69.05,14.9,22.23,44.99,1963.3,58.9,34.2
"SaaS","Seed","Norte América","B2C","Sí",11,62,1,5,30,4.41,0,99.81,30,2.49,27.16,1285.1,90.7,-50
"Edtech","Seed","LATAM","B2B","No",13,108,2,4,10,2.25,4.46,62.42,28,3.71,203.09,3942.42,76.1,13.1
"Fintech","Seed","LATAM","B2B","Sí",15,128,1,5,13,16.37,12.98,197.06,24.4,13.78,251.41,6186.47,77.4,29.5
"SaaS","Series A","Asia","B2B2C","Sí",7,63,3,4,19,26.51,7.07,282.02,27.3,0,134.88,1931.82,71.3,86.8
"E-commerce","Series A","Europa","B2C","No",10,152,3,4,7,16.98,4.48,216.14,5,16.19,31.77,729.43,63.4,54.3
"Fintech","Series A","Asia","B2B","No",11,99,3,5,12,15.85,7.46,143.97,16.6,0,343.52,5346.46,52.4,6
"Fintech","Series A","LATAM","B2B","Sí",5,38,2,3,4,26.26,1.98,157.09,16.8,0,391.81,4669.66,95,30.4
"Fintech","Series C+","LATAM","B2C","No",8,324,6,7,3,250.67,7.1,4124.09,5,0,41.17,1678.39,59.6,29.2
"E-commerce","Series C+","Asia","B2C","Sí",2,178,7,3,4,94.7,7.75,1802.39,5.6,0,64.5,617.14,32.9,33.4
"Edtech","Series C+","LATAM","B2C","Sí",5,117,4,3,10,124.74,0,2231.87,27.4,19.16,57.8,50,44.6,0.9
"Healthtech","Series C+","Norte América","B2B2C","Sí",4,80,4,4,24,90.34,0.13,1728.05,21.1,9.66,14.64,2470.67,76.9,13
"Healthtech","Series A","Europa","B2C","Sí",2,25,3,1,6,0.1,1.76,74.64,9.4,12.79,79.3,52.25,61.2,46.1
"Fintech","Series C+","LATAM","B2B","Sí",2,249,6,2,4,106.88,8.03,2119.25,5,3.98,337.64,4456.46,81.3,67.1
"SaaS","Series A","Asia","B2C","Sí",14,138,2,4,27,19.85,7.9,207.49,23.5,3.06,15.24,2742.97,93.6,39.1
"Healthtech","Series B","Europa","B2B2C","No",11,238,4,5,35,68.33,3.13,904.06,25.3,7.12,18.54,776.35,55.7,27.4
"E-commerce","Series A","Asia","B2C","Sí",9,97,2,5,13,5.47,10.78,147.75,15.8,0,16.59,941.21,44,19.8
"Edtech","Series A","Norte América","B2B","No",13,172,3,6,12,22.41,4.07,205.43,20.6,1.94,231.06,2709.86,79,12.4
"Fintech","Seed","Norte América","B2B","Sí",3,47,1,2,8,10.62,4.63,37.12,18.7,0,161.62,5846.72,90.8,13.4
"E-commerce","Seed","Europa","B2B","No",1,2,2,1,0,5.03,0,35.75,5,12.6,127.86,411.17,71.7,55.4
"Healthtech","Seed","Asia","B2C","Sí",3,45,2,3,13,3.15,4.38,42.22,16.4,0,62.32,2045.61,64.1,-4.4
"Fintech","Series B","Norte América","B2B2C","No",6,106,4,3,7,27.95,7.01,424.63,21.2,6.51,122.11,2520.15,54,17
"Fintech","Series B","Europa","B2B","No",11,225,3,6,12,74.2,12.13,913.1,19.2,9.66,246.7,6569.74,64.7,54.8
"E-commerce","Series C+","Norte América","B2C","No",7,204,5,6,10,128.02,9.89,2367.12,26.2,10.47,5,2070.97,62.9,-19.8
"Edtech","Series A","LATAM","B2C","Sí",2,58,3,2,5,0.93,3.52,20.58,19.2,3.06,71.98,1648.93,63.2,6.6
"Edtech","Series A","Europa","B2B","Sí",13,132,3,6,9,31.94,4.08,226.54,14.2,9.98,153.99,3915.05,95,32.4
"E-commerce","Seed","Europa","B2B2C","Sí",2,21,2,1,3,0.1,1.12,29.79,19.5,13.87,22.47,2284.7,40.7,-16.1
"E-commerce","Series A","Norte América","B2B","No",12,167,2,4,7,24.11,10.64,204.83,5.7,3.79,168.99,3197.64,62.6,55.7
"E-commerce","Seed","Norte América","B2B","Sí",4,54,2,2,5,5.44,0.03,52.58,16.8,17.87,159.06,3255.09,70.6,57
"Healthtech","Series A","Norte América","B2C","Sí",9,94,2,4,18,1.03,1.29,116.06,5.9,2.4,5,1401.84,50.7,39.3
"Healthtech","Series B","Norte América","B2B","Sí",14,315,3,7,37,84.55,7.49,1106.71,16.6,8.05,201.97,5918.85,75.9,-20.9
"Healthtech","Series A","LATAM","B2C","Sí",14,169,2,7,26,20.82,14.48,309.75,5,0,67.04,2922.92,53.7,9.1
"Edtech","Seed","Norte América","B2B2C","Sí",14,95,1,5,12,12.63,3.01,103.7,15.7,2.2,106.51,3202.46,66,31.9
"E-commerce","Series A","Europa","B2C","Sí",11,142,2,4,10,14.28,9.15,205.51,20.1,14.9,22.91,661.33,60,13.2
"E-commerce","Series A","LATAM","B2B","Sí",13,169,3,5,11,35.95,12.12,310.96,10.5,16.96,228.12,5638.49,46.2,-24.8
"Edtech","Series C+","Europa","B2B","No",6,183,7,4,8,172.79,1.18,2890.59,25.3,0,206.66,1473.11,22.3,-5.8
"Fintech","Seed","Norte América","B2C","No",11,114,2,7,11,3.54,10.96,81.57,10.7,0,31.84,1336.25,46.9,18.1
"Healthtech","Seed","Norte América","B2B","No",9,85,2,3,39,9.99,8.09,125.84,41.9,6.99,305.71,4908.75,88.2,29.5
"Healthtech","Series B","Norte América","B2B","Sí",12,239,4,6,25,98.04,7.95,1220.16,5,11.52,158.1,8066.87,69.6,65
"Edtech","Series A","Europa","B2C","No",14,164,2,7,12,29.2,4.64,272.27,15.6,2.88,5,1502.61,46.4,27.6
"Fintech","Series C+","LATAM","B2C","Sí",6,210,7,5,7,119.35,7.42,2224.63,12.2,6.22,55.45,1436.65,45.5,-30.2
"E-commerce","Series B","Europa","B2C","Sí",1,22,4,1,7,33.21,4.96,479.45,24.1,20.5,32.73,1456.61,63.3,80.2
"Edtech","Series A","Asia","B2C","Sí",1,2,3,1,2,9.51,0.18,65.46,10.7,12.71,47.53,50,49.3,-16.9
"Fintech","Series A","Norte América","B2C","Sí",6,123,2,2,6,12.01,5.59,153.76,6.4,0,11.74,1163.97,40.6,28.8
"Edtech","Seed","LATAM","B2B","Sí",3,44,1,3,4,5.58,2.66,42.56,16.4,1.42,162.71,2687.97,77.8,16.2
"SaaS","Series A","Norte América","B2C","Sí",11,145,2,3,27,15.94,5.35,270.36,14.2,20.51,28.64,1521.11,79.6,18.4
"E-commerce","Series A","Europa","B2B","Sí",14,218,2,7,8,44.7,9.82,329.49,5,0,332.69,5396.79,63.7,11.7
"Fintech","Series B","Norte América","B2B","Sí",7,119,3,4,4,22.12,10.77,392.85,5,0,107.12,7827.7,65.8,40.5
"Healthtech","Series B","Norte América","B2B","Sí",5,27,3,4,19,12.82,2.07,211.48,21.5,0.24,5,1505.29,48.3,2.3
"Fintech","Seed","Asia","B2B","Sí",2,2,1,1,4,0.1,0.52,33.22,11.9,0,233.01,1719.72,52.4,65.5
"Healthtech","Seed","Norte América","B2C","Sí",4,33,1,3,27,0.33,0,56.51,29.3,7.93,12.71,1571.72,73.2,78
"Fintech","Series C+","Asia","B2B2C","Sí",12,369,4,9,9,216.22,14.48,3952.84,5,17.18,57.16,4659.47,66.9,20.5
"E-commerce","Series A","Europa","B2B","No",9,136,3,4,7,1.9,8.83,105.48,5,6.44,124.87,4909.68,57.2,6.3
"SaaS","Series B","Norte América","B2C","No",15,307,4,8,27,88.54,13.76,1142.28,27.3,0,58.83,2727.19,75.2,34.9
"Fintech","Seed","Norte América","B2C","Sí",10,114,1,4,6,3.18,7.46,92.58,5,12.59,11.16,1690.51,85.8,-28.2
"Edtech","Series A","Norte América","B2C","Sí",10,130,2,2,10,12.96,3.1,164.46,20.1,0.49,69.5,2557.5,80.3,20.4
"E-commerce","Series C+","Norte América","B2B","Sí",9,335,5,7,9,193.7,8.4,3404.96,18.1,0.74,242.82,2419.57,39.6,-5.3
"SaaS","Series B","Europa","B2C","Sí",12,244,3,5,28,60.9,12.56,866.54,28.2,12.11,64.69,2646.82,78.2,16.4
"Fintech","Seed","Norte América","B2C","Sí",6,52,2,4,5,8.78,3.92,94.43,15.8,0,97.56,919.2,58.3,-33.5
"Fintech","Series B","Europa","B2B2C","Sí",13,187,4,4,10,67.79,10.57,775.04,11.1,0,296.74,4359.73,55.8,-8.5
"Fintech","Series A","Norte América","B2C","No",4,27,3,3,4,0.1,0.5,125.47,11.4,29.66,97.28,50,57.8,32.9
"E-commerce","Seed","Asia","B2C","Sí",7,65,1,1,5,0.1,6.25,64.57,9.9,14.67,13.27,1465.03,55.1,3.3
"Healthtech","Seed","Norte América","B2B","Sí",14,156,2,5,35,5.68,9.17,186.59,25.9,12.67,170.27,4138.03,69.2,15.5
"Healthtech","Seed","Norte América","B2C","No",13,137,1,6,48,0.1,6.67,117.26,31.5,0,55.77,2979.25,56.8,-29.7
"Fintech","Series C+","LATAM","B2C","Sí",6,120,7,3,8,11.34,4.96,409.8,24.5,0,5,1301.02,40.5,25.1
"Edtech","Series B","LATAM","B2B","No",3,35,3,3,6,17.4,0,209.81,30.5,13.08,184.06,4502.15,90.8,64.2
"Healthtech","Series B","Norte América","B2C","Sí",6,170,3,5,15,43.12,4.61,641,18.8,8.86,20.07,1091.34,56.8,12.5
"E-commerce","Series B","Norte América","B2B","Sí",9,220,4,5,9,56.42,13.04,792.78,17.1,12.39,231.13,7387.4,94,6
"Edtech","Series A","Asia","B2B2C","Sí",10,83,2,4,10,4.46,7.67,140.51,10.5,3.24,49.38,3506.33,52.1,14.7
"Fintech","Seed","Norte América","B2C","No",9,55,2,3,6,0.52,10.13,28.33,5,16.54,89.42,1474.68,67.6,-17.6
"Healthtech","Seed","Asia","B2B","No",7,80,1,3,17,6.28,3.01,97.51,8.5,17.86,39.4,3421.1,61.2,91.6
"Healthtech","Seed","Norte América","B2B","No",7,46,1,4,32,12.12,0,89.5,34.6,0,283.95,50,35.7,27.4
"SaaS","Series B","LATAM","B2C","Sí",15,312,3,7,25,95.12,15.34,1242.6,25.1,2.34,90.34,1342.71,52.2,11.9
"Edtech","Seed","Norte América","B2B","No",2,16,1,2,3,3.1,0.67,42.26,7.3,7.38,217.19,5094.25,85.8,15
"Fintech","Seed","Norte América","B2C","Sí",1,58,2,1,3,0.1,2.14,24.49,13.2,0,5,1850.01,61.1,19.4
"Healthtech","Series A","Europa","B2C","Sí",10,173,2,6,18,30.4,6.6,246.84,5,0,68.91,1006.17,50.1,-6.3
"E-commerce","Seed","Asia","B2C","Sí",12,110,1,6,13,7.03,10.98,95.98,32.9,8.46,24.1,2514.67,82.2,54.2
"Healthtech","Series A","LATAM","B2B","Sí",6,51,3,3,25,15.41,1.18,186.05,17.2,7.53,118.78,2389.93,62.1,19.3
"Healthtech","Series B","Asia","B2B","Sí",12,293,3,5,38,69.43,10.41,951.14,21,0,87.77,4090.16,66,32.4
"Healthtech","Seed","LATAM","B2C","Sí",1,17,1,2,9,0.1,0.17,83.78,11.5,5.31,29.15,792.35,72,87.2
"Fintech","Seed","Norte América","B2B","Sí",3,18,2,1,4,0.1,0,1,5.2,9.33,419.67,3402.39,94.8,-8.5
"Fintech","Series A","Norte América","B2C","Sí",6,72,3,3,4,6.61,4.68,73.12,5,0,61.04,902.12,39.7,24.6
"Edtech","Series B","LATAM","B2B","No",10,144,3,6,8,39.24,5.49,502.47,5,5.92,108.14,1238.62,65.8,26.7
"SaaS","Seed","Europa","B2B","Sí",11,78,2,3,15,0.1,8.03,27.96,5.8,0,5,7031.57,66,6.3
"Healthtech","Series A","Europa","B2C","Sí",5,63,2,1,23,6.47,2.87,142.96,14.1,0,5,1054.76,88.6,-13.4
"E-commerce","Seed","Norte América","B2B","No",9,96,1,4,5,6.77,3.54,59.04,10,0,205,3739.17,84.1,13.1
"Fintech","Series A","Europa","B2B","No",1,37,3,1,0,0.1,3.05,12.48,5,14.27,155.88,3748.79,73.7,9.7
"Healthtech","Seed","Europa","B2C","No",4,13,2,2,17,5.5,3.08,143.96,20.1,30.69,40.4,797.7,31.7,25.7
"E-commerce","Seed","Norte América","B2B","Sí",11,82,2,4,9,0.1,5.79,71.21,8.1,7.66,242.93,3004.44,51.7,-5.1
"Fintech","Series C+","Norte América","B2B2C","No",12,310,7,10,11,262.57,14.55,4607.54,17.5,0,5,4275.81,43.6,-1.3
"Fintech","Series B","Norte América","B2B","Sí",15,333,4,8,11,91.99,14.81,1116.67,17.3,11.58,385.02,5837.96,87.3,21
"SaaS","Seed","Norte América","B2B","No",11,87,1,5,31,6.02,8.49,154.92,36.5,11.26,197.37,8263.04,59.1,26.9
"Healthtech","Series B","Europa","B2B","No",2,72,4,3,21,14.1,3.7,293.43,31.5,6,55.78,3318.51,72.3,-44.2
"Edtech","Seed","Asia","B2C","Sí",9,109,1,4,9,1.65,0.98,77.59,9.8,0,83.09,767.65,43.7,52.6
"SaaS","Series C+","Norte América","B2B","Sí",2,4,6,2,16,7.29,0.15,327.15,24.7,4.71,121.29,2141.1,74.5,19.1
"Fintech","Series A","Norte América","B2B","Sí",9,107,2,5,6,2.36,5.51,69.55,14.3,0.48,260.91,2860.34,58.2,-23.1
"Healthtech","Seed","Europa","B2B","No",3,34,2,3,22,0.1,3.75,59.84,26.6,2.43,362.39,4839.34,88.3,48.2
"Fintech","Seed","Asia","B2B","Sí",1,16,1,1,2,0.1,2.08,6.45,5,1.08,5,932.9,95,24.3
"Healthtech","Series A","Norte América","B2B","No",11,115,2,4,13,19.63,6.88,198.86,5,4.63,192.5,4768.82,78.3,11.7
"E-commerce","Seed","Norte América","B2B","Sí",13,129,2,5,11,7.18,5.81,104.27,12.4,0.24,135.14,4530.06,75.5,-8.1
"Healthtech","Series C+","LATAM","B2C","Sí",2,2,4,1,11,0.1,0,105.41,23.1,3.57,14.08,917.92,33.9,-7.6
"E-commerce","Series A","Europa","B2C","Sí",3,50,3,1,5,5.47,2.27,146.98,22,25.95,33.96,974.02,48.1,17.1
"E-commerce","Seed","LATAM","B2C","No",10,80,1,4,14,1.69,6.98,78.72,30.6,0.95,5,1285.22,76.4,10.9
"Fintech","Series B","LATAM","B2C","Sí",3,31,3,1,5,11.77,5.67,200.29,15.2,2.32,54.8,963.37,37.2,38.4
"Fintech","Series A","Norte América","B2C","Sí",12,191,3,6,11,17.06,10.07,204.03,27,5.54,38.92,2059.34,35.1,12.6
"Edtech","Series A","Asia","B2B2C","No",9,111,3,4,11,10.11,0.98,126.84,18.9,18.23,73.86,1554.07,54.6,31.7
"Fintech","Series B","Norte América","B2B","Sí",13,285,3,5,9,28.08,16.6,486.16,5,9.22,167.35,5982.75,66.4,-0.9
"E-commerce","Seed","LATAM","B2B","Sí",8,68,1,4,7,9.45,2.92,87.51,16.6,2.9,254.11,2083.78,70.6,32.9
"E-commerce","Seed","Asia","B2C","Sí",6,53,2,3,1,9.05,3.08,73.78,12.9,0,29.58,2201.88,37.8,47.9
"Fintech","Series B","Europa","B2B","No",14,307,3,8,9,82.39,13.1,952.55,15.7,0,374.14,6683.09,73,44.5
"E-commerce","Series C+","Norte América","B2B","Sí",10,356,7,8,8,153.57,15.14,2772.58,18.1,4.19,73.35,5681.24,78,-0.2
"E-commerce","Series A","Europa","B2C","No",3,33,2,1,6,20.9,3.79,175.04,29.6,0,29.42,1674.3,41.8,-2.2
"Healthtech","Series B","Europa","B2B","Sí",13,249,3,7,30,77.51,6.02,1021.65,13,7.46,225.37,4788.62,95,-30.4
"SaaS","Seed","Asia","B2C","Sí",7,68,1,2,23,3.46,1.42,136.61,30.1,13.06,29.55,1400.23,73.5,21.4
"Edtech","Seed","Asia","B2B2C","Sí",8,73,2,2,7,0.54,3.02,66.6,13.7,19.83,164.51,3127.65,56.8,8.3
"Edtech","Seed","LATAM","B2C","Sí",5,37,2,5,4,3.91,1.09,63.61,14.5,15.11,5,616.42,39.7,7.5
"Healthtech","Series A","Norte América","B2C","Sí",15,164,2,8,43,17.76,4.65,297.04,33.1,27.53,46.71,1434.11,42.5,6.3
"Healthtech","Series A","LATAM","B2B","No",9,104,3,6,31,15.15,2.97,244.29,23.1,17.15,335.49,2957.95,70.1,45.2
"Healthtech","Series C+","Asia","B2B","Sí",4,258,7,6,16,148.81,7.3,2759.4,15.6,10.9,341.66,4509.37,92.3,37.4
"Fintech","Series A","Norte América","B2C","No",12,145,2,4,7,16.43,8.77,191.37,5,11.08,12.52,1639.56,48.1,38.9
"Fintech","Seed","Norte América","B2C","Sí",14,109,1,6,17,5.85,7.7,85.05,35.1,0,17.82,1584.97,59.5,19.4
"Fintech","Seed","Norte América","B2B","Sí",5,65,1,3,7,0.1,4.34,47.86,17.5,0,207.44,7703.04,85.8,80.6
"E-commerce","Series A","Asia","B2C","Sí",5,78,2,2,6,3.64,1.29,18.88,10.7,0,46.47,1342.32,56.5,49.9
"SaaS","Series B","Norte América","B2B2C","Sí",13,252,4,6,23,89.9,8.02,1067.27,13.1,7.55,36.38,4763.55,95,33.2
"Fintech","Series A","LATAM","B2B2C","No",5,132,3,2,10,4.43,5.66,125.99,23.7,2.5,149.73,2546.12,24.2,-0.9
"E-commerce","Series A","Europa","B2C","No",8,153,2,5,9,0.1,9.13,114.78,30.9,30.11,5,2054.94,82.1,1.9
"Fintech","Series B","Asia","B2C","Sí",2,76,4,2,4,10.59,0,259.06,10.8,22.1,47.92,485.64,37.9,54.5
"E-commerce","Series A","Europa","B2B","No",10,169,3,5,6,25.53,10.64,269.35,15.4,8.94,262.85,5279.73,56.2,6.9
"Healthtech","Series B","LATAM","B2C","No",11,177,3,6,36,40.49,5.85,685.06,19.1,6.09,91.38,2518.62,67,-5.4
"Fintech","Series B","Norte América","B2C","No",10,220,4,4,6,55.17,8.96,640.44,10.3,0,96.53,2654.25,61.9,12
"Healthtech","Series A","Asia","B2B","Sí",15,143,3,6,33,18.09,4.05,248.77,17.6,0,93.9,3651.79,95,40.3
"Edtech","Series B","Norte América","B2C","No",15,313,4,8,11,79.49,5.91,887.57,9.6,0,11.47,1845.96,55.2,1.9
"E-commerce","Seed","Norte América","B2B","No",9,62,1,4,7,0.1,5.34,51.88,18.8,4.01,195.25,3703.93,67.9,63.3
"Fintech","Series A","Norte América","B2C","No",12,157,3,5,14,30.63,9.11,275.7,21.9,17.41,35.76,2332.31,49.2,28.6
"E-commerce","Series B","Europa","B2B","Sí",13,244,3,6,7,52.38,12.76,791.51,5,4.05,73.22,6148.96,73.8,42.8
"Fintech","Series A","Norte América","B2B","No",13,126,2,5,9,19.81,8.55,198.52,7.4,6.74,237.17,1793.52,58.2,21.2
"Healthtech","Series B","Norte América","B2B2C","Sí",14,305,4,8,42,82.97,13.83,1158.99,32.3,11.82,84.44,3951.19,46,33.5
"SaaS","Seed","LATAM","B2B2C","No",4,52,1,2,12,0.1,7.33,84.25,17.7,0,136.36,2545.52,33.9,11.3
"E-commerce","Seed","Asia","B2B","Sí",12,97,1,4,11,0.1,10.21,98.35,19.7,0,157.67,4310.49,80.1,52.3
"Fintech","Seed","Europa","B2C","Sí",3,44,1,2,3,3.49,8.25,40.74,14.5,0,63.61,1004.01,43.7,13.8
"Fintech","Series B","Norte América","B2B","No",14,326,3,8,6,109.49,14.82,1239.85,8.3,0,193.72,7138.29,86.7,1
"SaaS","Series A","Asia","B2C","No",9,135,3,5,22,18.68,5.94,192.38,30.4,0.35,32.38,2161.25,87.4,49.3
