"Edad","Anios_Educacion","Horas_Trabajo_Semana","Experiencia_Laboral","Personas_Hogar","Ninos_Hogar","Deuda_Total","Ahorros","Estrato_Numerico","Tiempo_Comunidad","Distancia_Trabajo_KM","Calificacion_Profesional","Inversion_Educativa_Anual","Creditos_Bancarios","Servicios_Publicos_Basicos","Motivacion_Personal","Suerte_Personal","Departamento","Genero","Nivel_Educativo","Tipo_Empleo","Acceso_Internet","Estado_Civil","Ingresos_SMMLV"
31,18,33,5,5,1,2881035.69304281,8883867.72101147,1,6,0,7,1371228.2429731,0,0.677116854750499,0.872933902726131,3.10691556194797,"Valle del Cauca","Masculino","Técnica/Tecnológica","Estudiante","Si","Soltero",4.12896677510517
40,8,51,18,2,0,8210153.24095638,4762422.09714285,3,15,0,6,2017556.88867304,0,0.937413895405908,0.707838594160648,3.87593948282301,"Vichada","Femenino","Técnica/Tecnológica","Empleado_Formal","No","Soltero",3.99655955010191
52,13,33,34,3,1,2607681.56201034,9110713.15401572,2,5,24,3,1637429.8724874,1,0.792666614856763,-1.480185121668,-2.83075359417126,"Valle del Cauca","Masculino","Primaria","Empleado_Formal","Si","Soltero",4.47292495010479
51,14,34,27,5,0,9928768.18771848,3609027.06813721,3,4,38,5,284929.318916582,1,0.691941060015258,0.445653369876801,1.64103801129386,"Meta","Masculino","Primaria","Empleado_Formal","Si","Casado",4.9576031494777
38,15,67,15,3,0,2580349.93268111,0,1,12,29,7,2301754.29090078,0,0.617517268540115,0.908479437040323,-0.619217955972999,"Vichada","Femenino","Técnica/Tecnológica","Empleado_Formal","No","Soltero",5.14069274411851
28,1,46,10,3,0,3890660.25002164,1656003.48433427,2,12,13,5,1649892.40318462,1,0.867279025751402,1.03039668897237,-3.03892140509561,"Boyacá","Femenino","Primaria","Empleado_Formal","Si","Casado",2.76247997951456
28,15,33,5,5,2,8700685.93126632,5090145.17710136,4,15,4,7,54152.8424128107,3,0.943500065783657,-2.24212009662053,-0.498143890872598,"Vichada","Masculino","Universitaria","Empleado_Informal","No","Soltero",4.72645548619308
56,18,44,38,3,0,690955.148206747,6561895.16216537,1,16,10,4,977339.755131256,2,0.986039502387299,-0.650572329112062,3.35995683912188,"Guaviare","Femenino","Universitaria","Empleado_Formal","Si","Casado",4.71894864580662
46,11,57,28,3,0,8390119.90399483,7841313.35174827,2,4,0,8,307601.289454007,2,0.649797006214483,-1.39413214443097,-4.5049274712801,"Caquetá","Femenino","Técnica/Tecnológica","Empleado_Informal","Si","Casado",3.9868357387544
47,7,42,29,1,0,6380663.21600426,846352.741410083,1,9,10,6,246462.270998173,0,0.808215035534502,-2.26513704669436,4.5384566183202,"Vichada","Femenino","Secundaria","Empleado_Informal","Si","Casado",2.81202684585979
45,18,48,27,2,1,9440693.23386689,0,1,3,23,7,1003716.74465343,1,0.792621710588819,-1.37366946732642,3.3012008946389,"Nariño","Masculino","Universitaria","Empleado_Formal","Si","Soltero",5.24405079159517
37,12,49,13,3,1,10474159.1330078,0,2,13,14,2,1063002.92795479,0,0.755863001219133,-0.23766846215802,1.40527579234913,"Cundinamarca","Femenino","Secundaria","Empleado_Informal","Si","Viudo",4.48705677633283
43,11,57,23,3,2,5130904.96660416,5362126.1879626,2,2,21,7,150153.404445973,2,0.94871176523654,-0.273175603519484,3.48125186981633,"Bolívar","Femenino","Secundaria","Desempleado","Si","Soltero",3.80804157455949
28,17,44,10,2,1,3368953.16426732,6865834.9785621,2,11,11,4,0,0,0.840666744686085,-0.00493287341110093,2.18354053795338,"Cauca","Femenino","Secundaria","Hogar","No","Casado",4.94403117364613
41,12,20,23,2,1,3363997.45843547,7491875.61576007,1,15,1,8,1075182.341585,1,0.658135193026941,0.375806237855246,0.318969127256423,"Caquetá","Femenino","Universitaria","Empleado_Formal","Si","Soltero",4.43657405427229
54,10,28,36,2,0,0,0,1,7,0,7,1134857.36493722,0,0.777665309097277,1.69912502750415,4.44902757182717,"Guainía","Femenino","Técnica/Tecnológica","Estudiante","Si","Soltero",3.4105702026344
49,8,27,31,3,1,2523849.93433824,7714261.54640361,1,5,44,10,0,0,0.695393124249353,-1.84492992088966,-4.74899919470772,"Norte de Santander","Femenino","Técnica/Tecnológica","Empleado_Informal","No","Soltero",3.78114620238415
57,6,38,35,2,0,5424743.1940877,0,1,12,29,4,1832662.8233629,3,0.598940885223723,0.0363561815913333,0.887525759171695,"La Guajira","Masculino","Secundaria","Empleado_Formal","No","Soltero",3.00791088895608
68,8,38,50,4,1,2242584.98512995,0,2,17,6,4,1154448.11678484,0,0.483396681975314,0.860013920019352,4.91195658687502,"Valle del Cauca","Femenino","Técnica/Tecnológica","Empleado_Formal","Si","Unión Libre",2.9532345851556
43,14,24,25,5,1,1892491.93945832,3648211.43819837,4,10,0,5,967105.406277119,1,0.784809239205484,-0.477113165786381,-2.29678066913038,"San Andrés y Providencia","Masculino","Universitaria","Independiente","Si","Viudo",3.99536991239207
54,12,52,32,2,0,10364822.9008524,8667521.38415287,4,3,0,6,1478343.29635662,0,0.730711055681245,-1.55769348744213,-0.182198763359338,"Nariño","Masculino","Técnica/Tecnológica","Independiente","No","Casado",5.89730058207856
31,13,51,13,3,1,7281923.62871615,5062797.38881167,4,15,26,8,578929.977592191,0,0.894555294516145,0.300785760977142,2.23116140346974,"Guaviare","Femenino","Universitaria","Empleado_Formal","Si","Soltero",5.25148189520905
34,10,40,13,3,0,4133746.2785477,6981679.58288234,1,6,38,10,1084243.7379918,1,0.395669892134904,-1.08273569281855,2.56276293192059,"Vaupés","Masculino","Técnica/Tecnológica","Empleado_Formal","Si","Soltero",3.15993522685256
49,13,49,25,5,1,5407412.04613978,2547599.66036844,6,16,9,5,885576.176088452,0,0.904262102160293,-0.81920802340579,-0.352137312293053,"Valle del Cauca","Masculino","Primaria","Empleado_Informal","Si","Unión Libre",4.69614979737923
24,11,39,6,1,0,2575705.08847929,0,2,9,9,10,1410411.34056425,0,0.615343784920242,-1.11643981090372,-2.92567465221509,"Bolívar","Femenino","Secundaria","Empleado_Informal","Si","Divorciado",4.51777151821334
28,9,40,9,3,1,3858888.70667289,0,1,10,0,10,1902287.23948968,1,0.44842813138636,0.940821137966019,-3.05305995279923,"Cesar","Masculino","Primaria","Empleado_Informal","Si","Unión Libre",3.76041997157135
46,13,36,27,6,0,4236737.66607623,0,2,4,26,6,350923.846987801,2,0.851799689193088,0.849755260844355,1.90548803424463,"Caquetá","Femenino","Técnica/Tecnológica","Hogar","No","Unión Libre",4.38625965497152
21,15,33,3,2,1,10945834.5965757,0,1,6,2,6,1903441.88526244,4,0.541900541751954,0.654926488517374,3.04302879841998,"Chocó","Masculino","Universitaria","Empleado_Informal","Si","Soltero",5.37429439261
55,11,50,37,2,1,709801.433286045,4146828.42196348,1,17,7,6,1265683.22794304,1,0.808620362821816,0.160841898897113,-1.27719962736592,"La Guajira","Masculino","Secundaria","Empleado_Informal","Si","Soltero",4.40366261280404
42,11,45,24,4,1,6290276.97710652,1667452.01498805,2,9,30,8,1335826.43679031,1,0.750926613414922,-1.68535176453955,-3.88063782127574,"Antioquia","Masculino","Universitaria","Empleado_Informal","Si","Casado",5.09531963151554
32,10,35,14,1,0,9396888.95872597,274847.809518197,4,0,26,5,1024818.51718649,1,0.65280383757975,1.68198768458743,-0.535967745818198,"Guainía","Masculino","Secundaria","Hogar","Si","Viudo",2.49639261029379
43,12,53,25,2,1,4805192.73098499,4138994.93082731,1,21,26,5,0,3,0.94471200603882,-0.190370635968613,4.06418000347912,"Bolívar","Femenino","Secundaria","Estudiante","Si","Unión Libre",4.33916888092673
29,12,57,11,4,1,8345294.91958988,0,2,0,34,7,0,1,0.807015227251068,-1.54828236671841,2.38645922625437,"Meta","Femenino","Universitaria","Empleado_Formal","Si","Soltero",5.09671563804348
29,10,32,11,1,0,3615740.52060679,8281799.42591659,2,8,0,5,1611551.89263269,0,0.765392022387746,1.65422696448183,0.125604011118412,"Meta","Masculino","Secundaria","Independiente","Si","Soltero",3.50282507548381
39,17,44,21,5,2,2819330.99566758,0,2,7,0,6,1606157.0668969,0,0.539604779966739,-0.0713715282437089,-3.60228380654007,"Meta","Masculino","Universitaria","Empleado_Informal","Si","Soltero",5.32651362503053
55,9,52,37,3,1,4937368.08585454,3505233.01994312,2,0,25,8,0,1,0.702742026039731,0.405797082332155,-0.623461741488427,"Vichada","Masculino","Técnica/Tecnológica","Empleado_Informal","Si","Divorciado",3.97276055294968
54,13,56,36,1,0,6429426.18079391,0,2,26,2,5,390674.007005536,1,0.848425746893552,-2.51705914644519,-3.38535392191261,"Cundinamarca","Masculino","Universitaria","Empleado_Informal","No","Divorciado",4.90573730869789
50,11,41,32,4,1,3599155.70617337,4441787.13768214,6,3,6,7,1946467.34734013,1,0.877780467117862,0.277615180233566,2.49903318937868,"Vaupés","Femenino","Secundaria","Empleado_Informal","Si","Unión Libre",4.84749280359723
33,5,36,13,2,0,3146343.88798988,6136495.63082457,1,4,27,4,1315099.91027839,0,0.631609676383577,-1.0347122553713,-3.08945385739207,"Valle del Cauca","Femenino","Secundaria","Empleado_Formal","No","Soltero",2.68016639173232
54,12,52,34,3,0,7727521.21239715,0,1,7,26,5,0,1,0.518849771907914,-0.0910020140093173,-3.5386350681074,"Quindío","Femenino","Universitaria","Empleado_Informal","Si","Divorciado",4.39415143504684
24,7,41,6,3,0,7459269.47910906,4113610.89752269,1,13,0,6,870030.472289618,2,0.791200478078631,-0.144804081153682,-1.27852604957297,"Bogotá D.C.","Otro","Secundaria","Empleado_Informal","No","Soltero",2.8209496066923
62,12,19,44,3,0,9675879.20988707,4750910.37714903,1,16,50,6,1401698.39087646,1,0.78424147869463,1.44739883449211,3.77124841790646,"Valle del Cauca","Femenino","Secundaria","Desempleado","Si","Casado",4.5041713195741
38,11,36,14,1,0,10686900.9812408,0,2,11,0,7,394059.515644453,1,0.677616733941048,-0.276743268211727,-4.93945135036483,"Vaupés","Masculino","Ninguno","Independiente","Si","Soltero",5.3316888802756
53,14,26,35,4,0,2623060.34151046,6506747.90720063,1,7,30,3,1194451.66534896,0,0.647955359052101,-1.07432855584495,-3.89471319038421,"Atlántico","Femenino","Secundaria","Empleado_Formal","Si","Soltero",4.03712138069774
32,18,49,0,2,1,4930043.86613069,3907463.48236233,4,14,25,5,767671.406374568,0,0.987352668856746,-0.337872900105514,-0.135341340210289,"Boyacá","Masculino","Técnica/Tecnológica","Desempleado","Si","Divorciado",4.52156600953251
43,14,36,25,1,0,8484628.70394079,0,1,21,4,6,54329.6255044192,1,0.598186582678268,-2.00476078141282,-0.158209248911589,"Meta","Femenino","Técnica/Tecnológica","Empleado_Formal","No","Casado",5.01122692872797
18,14,52,0,2,1,2418880.54590936,0,1,8,24,9,2437133.6984261,1,0.699552251651966,0.583806693582431,0.353114826139063,"Chocó","Femenino","Primaria","Empleado_Informal","No","Soltero",5.03859518588375
40,13,39,14,3,2,8141177.37459569,5794874.48932541,1,14,0,7,1550027.68636286,1,0.77743164463026,-2.06158722900465,-4.21522759366781,"Magdalena","Femenino","Secundaria","Empleado_Informal","Si","Soltero",4.68030347944863
19,15,43,0,2,1,9051898.91113206,0,2,13,9,7,1417347.04587459,0,0.623213420516574,1.07123169640579,-0.425981765147299,"Caldas","Femenino","Secundaria","Empleado_Informal","No","Soltero",5.05127057482214
39,10,31,16,5,1,2871727.18983874,0,3,2,0,7,392200.626405059,0,0.85951980623687,-0.431249919148769,2.71742526907474,"Meta","Femenino","Universitaria","Estudiante","Si","Soltero",4.48601178488762
43,10,36,22,4,0,326165.605172304,701186.702423544,2,5,33,9,998368.494381975,0,0.495478613935956,0.558471622452462,0.39786089444533,"La Guajira","Femenino","Ninguno","Empleado_Formal","No","Casado",4.13759721795007
43,13,45,25,2,0,5507894.59825188,1129079.11084983,3,10,16,3,1784999.5566988,1,0.842020228039255,-0.0435538866126318,0.443768205586821,"Nariño","Masculino","Secundaria","Empleado_Formal","No","Unión Libre",4.25924101947125
37,9,40,17,6,0,38620.0314869322,0,3,6,0,8,2028828.74681579,2,0.692348394811143,0.656084873875804,2.82044790918007,"Córdoba","Masculino","Secundaria","Empleado_Informal","No","Unión Libre",4.49984968414316
35,18,48,9,4,1,9852561.91720508,0,6,15,16,2,1891305.03474166,2,0.723138293269268,0.046560716509471,3.2279164576903,"Guainía","Masculino","Secundaria","Independiente","Si","Viudo",5.76577171962175
34,16,45,16,1,0,7474234.6295673,0,1,0,0,5,113911.028714903,0,0.882380635813998,-0.115419908020696,-4.91137216100469,"Meta","Femenino","Secundaria","Empleado_Formal","No","Soltero",5.01221545867067
51,17,17,23,1,0,12731152.8962212,4640737.70644976,2,2,11,6,2563068.2456651,0,0.897167294410898,-0.341803237627567,-2.99932803260162,"Nariño","Femenino","Técnica/Tecnológica","Estudiante","Si","Casado",3.80371903703638
37,11,37,19,2,1,4662979.56541397,0,5,17,0,9,515392.472449271,2,0.469504651981522,-0.736745005876541,-0.503474266733974,"Huila","Masculino","Universitaria","Empleado_Formal","Si","Soltero",4.13831883218356
51,3,38,30,1,0,4405527.67671291,10141808.0813514,2,9,13,7,1094887.86898812,1,0.53698632085145,-0.906848073815087,-3.73293943703175,"Cauca","Masculino","Técnica/Tecnológica","Empleado_Formal","Si","Divorciado",3.88029212433884
34,14,35,13,1,0,1487201.08212367,8592910.38951457,1,21,5,6,2301852.49464072,1,0.71512900272937,1.38187983448182,-3.91947315074503,"Chocó","Masculino","Universitaria","Empleado_Formal","No","Soltero",5.12801627446443
30,11,47,12,2,0,2260720.11579113,2467983.39056244,1,11,0,4,909040.121855685,1,0.756154804037211,-0.95076310443702,1.45920504117385,"Meta","Femenino","Posgrado","Empleado_Formal","Si","Soltero",3.67480438082197
18,14,20,0,1,0,1369399.79956121,1067944.4784748,1,10,43,5,1180427.94165884,1,0.932759695966579,-1.45697531671324,2.89459219668061,"Guainía","Femenino","Primaria","Empleado_Informal","Si","Viudo",3.74832435749222
39,11,34,21,4,0,2788908.08186896,1680737.53047854,1,25,50,7,994008.120940194,0,0.8215693453598,-0.495250132335678,-1.79522246355191,"Vichada","Masculino","Secundaria","Empleado_Formal","Si","Soltero",3.59870352146873
45,14,38,23,3,0,5635052.1474538,0,2,0,20,7,0,0,0.969760630833328,1.39394348830509,3.04363641189411,"Bogotá D.C.","Masculino","Primaria","Empleado_Informal","No","Casado",4.53334288715893
57,0,24,39,1,0,0,0,1,18,0,7,504275.995691417,1,0.920964521855444,0.943280006883418,-2.03625912079588,"Sucre","Femenino","Técnica/Tecnológica","Empleado_Formal","Si","Divorciado",2.82579957344546
55,11,32,37,3,1,6444723.35469429,6483489.48272758,3,23,0,9,1307735.50022547,1,0.681708118004377,1.13838151880433,4.87058069789782,"Cundinamarca","Masculino","Ninguno","Empleado_Informal","Si","Casado",4.12918068381271
18,11,33,0,3,2,10265739.4281425,5143443.67944884,3,0,18,5,344137.988584582,1,0.717567423556319,-0.1573907992845,2.69125970546156,"Chocó","Masculino","Secundaria","Empleado_Formal","No","Soltero",3.65538169351628
24,11,20,6,5,0,0,3300193.03356988,3,19,0,7,921743.090932563,2,0.639355508233178,0.0887411877681123,4.7007865854539,"Putumayo","Masculino","Primaria","Empleado_Informal","No","Viudo",4.04717717843867
27,10,37,9,2,0,3324513.87827729,0,2,18,0,6,2716974.90022575,1,0.422213750107303,0.777866318635466,4.27357201697305,"Cundinamarca","Masculino","Secundaria","Independiente","Si","Soltero",3.8637340071191
52,14,29,34,1,0,2995964.99665744,6329871.76535148,1,5,32,8,1699344.20005485,0,0.964086522281515,-1.76105117724165,1.54794956324622,"Quindío","Masculino","Universitaria","Independiente","Si","Casado",5.28822997094029
45,9,45,27,2,1,5936605.96062021,6939550.9075577,5,12,0,8,3009999.65501185,1,0.478661852043871,-0.0125953075192696,-0.947297979146242,"Nariño","Otro","Secundaria","Empleado_Informal","Si","Soltero",3.8171668657987
32,17,44,3,1,0,2416710.75809589,4522030.13804127,2,26,0,8,1839869.61889153,0,0.633886488223678,-0.141191879782742,-4.55489546526223,"Chocó","Masculino","Técnica/Tecnológica","Empleado_Formal","Si","Casado",4.19510854470247
36,3,45,18,2,0,11849853.2140655,5820058.15848476,2,14,16,5,2824022.50374272,2,0.911855121281843,0.215024863142451,0.0231100199744105,"Bolívar","Femenino","Primaria","Empleado_Formal","Si","Soltero",2.99837655974712
39,9,35,21,5,2,7823391.40924658,0,4,13,0,5,595066.3024202,0,0.830807414196648,-0.399867505209327,-1.29972186172381,"Caquetá","Masculino","Secundaria","Empleado_Formal","Si","Soltero",3.99105248050798
33,11,44,15,4,1,1317638.75380253,167065.581791978,1,9,5,6,1056006.90024992,0,0.6786461611725,-0.080947665275862,-0.414044428616762,"Risaralda","Femenino","Universitaria","Independiente","No","Casado",3.41998232313473
39,6,30,21,2,0,1925602.61428822,4186221.10289048,1,16,21,4,1661643.82214146,1,0.791855943240828,-0.105298147322948,-0.29021464753896,"Risaralda","Masculino","Secundaria","Empleado_Informal","No","Casado",3.25831247239838
45,14,52,27,1,0,4428990.13782594,4143653.60380876,4,9,19,6,3315005.82528444,1,0.794741996756456,0.614787357137344,-0.753531167283654,"Bolívar","Masculino","Secundaria","Empleado_Formal","Si","Casado",5.57915889461342
58,11,23,40,2,0,0,0,1,0,13,4,183640.233439932,1,0.563187270130035,0.942658332497493,-4.32326010428369,"Magdalena","Femenino","Secundaria","Empleado_Formal","Si","Soltero",4.39373268221221
44,15,46,23,2,1,6914097.99009851,3045161.52305284,1,5,0,6,1028529.15020358,0,0.712386519667761,-0.72966322342826,-0.0125037017278373,"Caldas","Femenino","Técnica/Tecnológica","Independiente","Si","Casado",6.03549989182676
43,8,34,21,2,0,7066163.51124028,345378.26806804,4,13,0,8,0,0,0.861508594381827,-0.129664831309246,-3.84896727511659,"Risaralda","Masculino","Universitaria","Empleado_Informal","Si","Soltero",4.80994126061192
50,20,31,24,2,0,2958631.71351397,8455822.4386853,1,0,52,8,2252134.73899694,0,0.471068379056711,-0.921142750353288,4.27188134752214,"Guainía","Masculino","Técnica/Tecnológica","Empleado_Informal","Si","Soltero",6.18369687339721
52,15,52,26,1,0,1316605.14057178,812443.113232723,1,16,36,6,633315.278691158,1,0.71736910476413,-0.224488994503965,-4.38408271642402,"Córdoba","Otro","Técnica/Tecnológica","Empleado_Formal","Si","Divorciado",4.39345718696386
39,13,52,21,1,0,7098087.24463092,6109745.15356793,1,17,0,8,716384.257002014,1,0.773410573937035,1.45679231128424,0.14218867989257,"La Guajira","Masculino","Técnica/Tecnológica","Estudiante","Si","Divorciado",4.74914469875562
35,13,36,13,3,0,8467038.48217762,0,4,19,19,3,780818.85718943,0,0.667928085563897,-0.246024581044404,4.30322515079752,"Risaralda","Femenino","Secundaria","Empleado_Informal","Si","Divorciado",3.75837553594056
46,8,26,21,2,0,8069302.83582466,9432305.76138775,5,16,31,5,2415712.17948213,0,0.479470112222965,-0.285475256319884,-4.0987312537618,"Caldas","Femenino","Ninguno","Empleado_Informal","No","Casado",3.97738194406269
53,12,37,35,3,0,290500.619862759,47442.9149834001,2,1,10,5,1635723.181366,1,0.66125487220365,-0.721350811764863,0.554986314382404,"Tolima","Femenino","Primaria","Empleado_Informal","Si","Soltero",4.75803638821135
44,17,49,24,3,0,6883588.70265716,0,3,18,55,4,634886.054672531,1,0.526895583761598,1.19681683383101,-4.89826388657093,"Caquetá","Femenino","Primaria","Empleado_Formal","Si","Soltero",4.51823050412676
40,17,32,13,3,2,2108930.95514072,0,2,0,35,6,1402932.56799283,0,0.831799476051328,1.35455084665915,-1.10600247513503,"Chocó","Femenino","Técnica/Tecnológica","Desempleado","Si","Casado",4.37841097675306
31,11,50,13,3,0,4595500.38839134,0,2,4,0,8,598565.156732921,0,0.817573190983167,-1.46317055674552,-0.152996329125017,"Cauca","Masculino","Técnica/Tecnológica","Independiente","No","Soltero",4.12952119463137
18,6,29,0,3,1,27845.3376204735,1543791.02340201,2,21,0,3,432847.057848778,0,0.914776912218105,1.20371602478699,2.29640329023823,"Nariño","Femenino","Secundaria","Empleado_Formal","Si","Unión Libre",1.96299461608845
35,15,44,16,5,2,6297590.62739845,5406491.5221303,1,10,2,10,1187512.20592171,2,0.73749772132445,-0.101397035498725,-3.19477942539379,"Atlántico","Masculino","Secundaria","Empleado_Formal","No","Soltero",4.90278389253899
18,3,49,0,2,0,11091250.2518908,7234807.6052687,1,16,8,7,1267000.61242725,2,0.806648994399331,-0.535536483712218,2.72413134807721,"Meta","Femenino","Secundaria","Empleado_Informal","Si","Soltero",2.61312215127739
47,11,52,28,2,1,1548799.22462814,345434.232688644,1,13,0,5,1294106.29178946,0,0.928924535776741,-1.06156643548372,4.52778202947229,"Valle del Cauca","Masculino","Posgrado","Empleado_Formal","No","Divorciado",4.84405290942564
43,5,43,25,3,2,7286581.58592951,5248514.52287562,1,9,37,6,175170.401009964,0,0.858194458973646,0.466437748654636,4.72437097691,"Guaviare","Femenino","Secundaria","Independiente","Si","Soltero",2.8533711584967
32,13,55,14,1,0,10877876.5314716,976047.000879905,1,10,29,2,2699337.38575992,0,0.76493240484568,-0.812855596617696,4.12085161544383,"Risaralda","Masculino","Primaria","Independiente","Si","Unión Libre",4.98343808853095
43,15,48,25,2,0,5673181.6121967,0,1,1,0,7,1854818.5820644,0,0.749363399818134,1.30107603857114,3.86022593127564,"Cesar","Femenino","Universitaria","Hogar","No","Soltero",3.97833496518656
40,13,31,19,5,2,3367207.02687503,9649390.3045359,2,10,14,10,958888.42834268,1,0.593068642425326,1.40883843941412,0.377130976412445,"Chocó","Masculino","Posgrado","Empleado_Informal","Si","Viudo",4.45195984690212
54,13,47,36,1,0,3956940.98327485,4357814.21123809,1,14,48,6,1607700.8669347,0,0.607916325534157,0.507753167130417,4.04856284847483,"Cesar","Femenino","Secundaria","Empleado_Formal","Si","Soltero",4.12834327009025
32,11,37,14,2,0,1584708.91602759,832195.884074627,2,18,54,8,1269857.53329348,0,0.864346715935745,0.603307663351105,0.392800397239625,"Bogotá D.C.","Femenino","Universitaria","Empleado_Formal","Si","Soltero",4.61378185023763
36,10,56,11,2,0,4449925.72517201,0,2,16,43,5,930471.316084464,0,0.953426123134291,0.0199084690786297,-2.40425182273611,"Norte de Santander","Masculino","Técnica/Tecnológica","Empleado_Formal","Si","Divorciado",4.80895963481907
