"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"E-commerce","Series A","Asia","B2B","No",8,151,2,3,3,12.46,9.09,171.16,5,10.12,157.31,3778.25,76.6,40.3
"E-commerce","Seed","Asia","B2B2C","No",10,91,2,4,8,6.99,11.27,110.01,12.2,0,116.15,4672.09,66.2,-23.2
"Edtech","Series A","Asia","B2C","Sí",6,132,3,4,9,27.82,4.69,225.85,29.2,5.75,77.83,1472.72,65.6,14.9
"E-commerce","Series B","Asia","B2C","No",10,224,3,4,8,47,12.2,762.76,21.9,38.14,5,1661.25,52.2,1.3
"SaaS","Series B","Norte América","B2B2C","No",3,52,3,1,23,9.31,5.01,336.42,45.3,23.23,5,2700.69,73.5,23.8
"SaaS","Series B","Europa","B2B","Sí",9,238,3,7,10,75.57,8.4,802.03,6.7,0,125.34,4211.14,79,42.9
"E-commerce","Series C+","Norte América","B2C","Sí",14,433,7,8,9,226.02,17.56,4094.37,5,0,5,1943.32,32.1,-8.2
"E-commerce","Series A","Asia","B2B2C","No",14,187,2,6,9,35.15,11.57,286.25,5,0,7.06,3454.11,48.4,65.3
"E-commerce","Series A","LATAM","B2C","Sí",2,39,2,1,7,2.16,2.2,73.13,17.5,0,49.88,673.14,45.4,17.9
"SaaS","Series A","Asia","B2B","Sí",9,103,3,5,12,27.44,7.84,283.89,5,11.16,120.25,6602,94.5,43.1
"Fintech","Series B","Asia","B2B","Sí",2,32,4,1,0,17.17,0,159.72,5,0,25.37,2699.12,35.4,23.2
"SaaS","Series A","Norte América","B2C","No",10,163,2,5,26,20.62,7.13,342.82,35.2,25.76,26.61,2075.45,64.4,-42
"Healthtech","Series C+","LATAM","B2C","Sí",10,404,4,10,19,213.92,7.5,3816.32,5,0,61.52,2368.47,60.9,22.6
"Healthtech","Series C+","LATAM","B2C","No",1,2,4,3,9,25.58,4.69,588.14,5,10.05,32.27,2567.18,50.5,10.5
"Fintech","Series C+","Norte América","B2B","Sí",4,168,4,3,3,83.34,7.12,1459.97,5.9,0,143.08,5776.17,95,36.3
"Fintech","Seed","Europa","B2C","No",3,21,2,2,4,0.1,0,12.3,13,4.78,103.54,1541.14,51.4,-16.5
"Fintech","Seed","Europa","B2C","Sí",12,107,2,6,11,6.14,1.59,65.32,26,0,75.37,1481.43,83.7,40.4
"SaaS","Series A","Norte América","B2B","Sí",3,16,3,3,10,0.1,2.39,56.61,9.9,1.96,44.31,2958.17,82.1,23.1
"E-commerce","Series A","Norte América","B2B","Sí",14,160,3,5,10,31.09,15,305.39,7.7,15.05,126.8,7177.45,51.9,76.1
"SaaS","Seed","Norte América","B2B2C","No",3,4,1,4,30,3.65,4.19,108.65,52.1,23.45,77.72,2617.06,95,-4.4
"SaaS","Series B","Norte América","B2C","Sí",2,109,3,3,23,64.69,6.89,833.78,43.2,12.9,76.93,1176.41,56,15.4
"SaaS","Seed","Europa","B2C","Sí",7,55,2,4,22,5.03,7.04,153.18,25,15.89,43.5,2224.71,63.9,15.4
"Fintech","Seed","LATAM","B2C","No",2,44,2,2,5,0.1,2.74,17.26,8.4,0,53.51,1045.42,56.9,15.9
"Edtech","Series A","Norte América","B2B","Sí",10,106,2,6,6,14.18,0.44,148.72,5,0,171.53,3634.52,95,27.6
"Edtech","Series A","Norte América","B2B","Sí",5,39,2,3,8,4.15,3.73,89.74,28.2,12.46,257.88,4140.12,78,38.9
"E-commerce","Series C+","Norte América","B2B","Sí",4,202,7,5,3,105.31,5.04,1868.5,6.8,3.24,97.73,3913.69,74.6,39.9
"E-commerce","Series B","LATAM","B2B2C","Sí",13,236,4,5,15,39.13,11.17,606.47,29.6,3.35,216.35,3602.71,71.7,-5
"Healthtech","Seed","Europa","B2B","Sí",8,63,2,4,35,1.1,5.19,81.3,31.6,11.34,14.25,5365.47,86.7,10.9
"Fintech","Series B","Asia","B2B","No",5,36,4,6,6,50.36,5.37,534.83,16.8,0.55,367.95,4139.82,62.8,5.4
"Healthtech","Seed","Norte América","B2C","No",7,58,1,3,30,11.09,0.65,164.49,27.3,27.9,58.43,1980.2,68,8.8
"Healthtech","Series B","LATAM","B2C","Sí",15,311,3,8,21,120.63,9.99,1378.71,10.5,10.34,88.37,3006.11,60.8,23.4
"SaaS","Series A","Asia","B2B","Sí",8,64,3,4,12,13.58,3.51,179.41,12.4,0,250.31,3353.77,76.4,67
"Fintech","Series A","Norte América","B2C","No",5,71,3,4,5,15.84,3.25,114.29,10.9,11.31,68.55,1273.5,45.5,17
"E-commerce","Series A","LATAM","B2B","Sí",10,90,3,5,12,21.07,3.7,238.99,8.3,6.95,166.66,4255.13,75.4,19.3
"Fintech","Series A","LATAM","B2B2C","Sí",14,167,2,6,10,32.63,14.04,353.11,10,0,97.98,5142.2,75.8,21.3
"Edtech","Series A","Asia","B2B","Sí",14,151,3,6,11,19.62,3.31,202.77,20.3,1.93,68.82,5591.3,95,-7.3
"SaaS","Series B","LATAM","B2C","No",1,12,4,3,8,15.94,0,300.96,18.3,19.18,31.35,167.45,84.4,-11.2
"E-commerce","Series A","Norte América","B2B2C","Sí",2,68,2,2,2,20.55,0,117.93,15,0,129.57,1421.9,25.8,57.3
"E-commerce","Series A","Norte América","B2B2C","Sí",9,147,3,5,6,16.78,6.15,161.49,13,0,89.47,2182.76,58.3,21
"SaaS","Series C+","Norte América","B2B2C","Sí",12,367,5,8,29,225.16,11.84,4123.86,30.4,0,116.39,2904.16,49.3,27
"Edtech","Series A","Europa","B2C","Sí",13,160,2,4,10,30.57,5.33,263.86,12.5,20.12,30.08,1430.96,51.3,3.3
"E-commerce","Series A","Europa","B2C","No",12,157,2,5,9,17.89,7.72,288.15,15.4,28.72,84.12,1451.64,57.6,5.1
"Fintech","Series A","Asia","B2B","No",13,167,3,5,13,31.3,10.53,326.63,18.1,14.12,170.97,5698.81,95,-7.5
"SaaS","Series A","LATAM","B2B","No",4,65,2,2,15,11.3,4.52,150.07,18.8,0,52.75,1475.38,59.1,31.1
"Healthtech","Series A","Europa","B2C","Sí",2,33,3,1,19,15.34,0.02,178.96,20.4,8.95,33.81,941.63,37.9,-7.6
"Fintech","Series A","Europa","B2C","No",2,65,3,1,2,8.25,7.83,112.14,12.2,3.06,74.12,2267.39,63.2,50
"Healthtech","Seed","Norte América","B2B","Sí",11,73,1,4,24,6.18,3.73,85.16,22.2,1.44,5,2525.63,61.9,64.6
"E-commerce","Series A","Europa","B2B","No",1,29,3,1,3,0.1,0,1,15.7,0,40,390.08,50.7,-6.6
"Fintech","Series A","Norte América","B2C","No",5,47,3,3,4,13.25,9.66,142.75,13.7,0,67.41,1503.28,53.7,20.3
"Fintech","Series B","Asia","B2B","Sí",6,138,4,4,8,38.94,5.51,467.76,13,0,305.02,3399.62,49,38.3
"Healthtech","Series A","Europa","B2C","Sí",13,176,3,7,27,40.3,6.81,395.53,23.3,10.33,95.68,1924.75,73.5,59
"Healthtech","Series A","Norte América","B2B2C","Sí",12,139,3,6,24,20.16,9.86,229.63,11.2,6.75,214.14,2586.07,52.7,21.3
"Healthtech","Series A","LATAM","B2C","No",9,86,3,5,26,22.73,3.16,246.46,20.7,0,77.2,571.19,52.6,27.9
"SaaS","Seed","LATAM","B2C","Sí",9,72,1,3,17,6.03,7.52,103.77,23.4,5.87,26.06,2316.88,79.1,24.9
"Fintech","Series A","LATAM","B2B","Sí",10,79,2,3,9,4.1,4.56,67.87,21.3,0,44.39,4471.79,83.3,-12.5
"Edtech","Series C+","Asia","B2C","No",12,309,5,8,11,167.15,7.3,3063.58,6.1,0,47.18,2142.76,72.4,73.3
"Fintech","Series A","LATAM","B2B","Sí",6,55,3,4,2,22.43,4.24,184.25,6.2,18.35,176.71,2189.83,40.5,28.3
"SaaS","Series A","Europa","B2C","Sí",11,136,3,4,12,3.92,11.1,126.88,8.6,0,80.69,1552.16,64.6,86
"Healthtech","Series C+","Europa","B2C","Sí",13,500,5,9,31,267.22,11.69,4987.2,11,0,43.42,2448.77,59.4,2
"Edtech","Series A","Norte América","B2B","No",1,38,2,1,2,10.56,2.61,45.17,15.5,6.5,97.71,2433.21,41.4,-50
"E-commerce","Series A","Norte América","B2C","Sí",4,55,3,3,9,16.61,2.64,189.03,12.1,23.7,67.85,934.1,44.2,9.8
"Healthtech","Series B","Norte América","B2B","Sí",5,112,4,5,14,40.66,2.35,523.95,17.8,11.14,5,5139.99,83.3,32.4
"Fintech","Series A","LATAM","B2B2C","Sí",4,23,3,4,6,13.52,2.71,124.37,12,6.72,229.68,50,49.3,32.1
"Edtech","Series A","Norte América","B2C","No",12,172,3,4,11,22.07,7.16,254.29,13.6,15.82,5,921.21,44.4,2.9
"Healthtech","Seed","Europa","B2C","Sí",13,102,1,4,29,2.48,5.37,150.79,11.1,22.19,22.89,1018.7,63.1,-28.7
"Healthtech","Seed","Norte América","B2C","No",12,101,2,6,29,0.1,7.65,73.37,20.2,0,49.66,1350.35,69.8,12.1
"Healthtech","Seed","Europa","B2C","No",8,100,1,3,30,6.06,7.19,128.54,28.1,0,53.55,1909.53,50.1,54.1
"Edtech","Series A","Norte América","B2C","Sí",6,116,2,4,9,10.27,4.12,163.34,22,16.03,83.55,1040.47,62.4,18.9
"Fintech","Series A","Norte América","B2B","No",12,175,2,6,12,48.83,7.79,376.85,13.9,0,125.08,3356.54,45,33.5
"Edtech","Seed","Europa","B2C","Sí",3,45,1,2,5,0.1,1.64,53.83,11.7,4.24,84.31,1241.97,65.1,-0.8
"E-commerce","Series B","Europa","B2C","Sí",13,364,4,6,8,106,8.52,1182.9,5,5.73,40.6,1885.65,46.3,34.9
"E-commerce","Series B","Norte América","B2C","Sí",14,357,3,9,10,105.21,15.24,1199.47,6.3,3.77,56.19,2882.6,72.8,36.5
"Fintech","Series B","Europa","B2B","No",10,224,4,5,13,58.67,10.26,797.29,19.3,0,80.34,6301.21,95,73
"Edtech","Seed","LATAM","B2C","Sí",1,2,2,1,4,3.17,0,49.11,13.1,25.05,54.03,1194.58,80.5,37.3
"Fintech","Series C+","LATAM","B2C","Sí",5,219,6,7,8,137.35,5.05,2420.29,10.9,0,9.27,1322.71,60.8,26.5
"SaaS","Series A","LATAM","B2C","Sí",15,207,2,5,26,33.81,12.2,416.46,17.8,22.58,166.41,993.85,36.6,22.7
"Edtech","Seed","Norte América","B2C","Sí",15,160,1,6,16,10.17,5.82,119.99,34.4,6.8,54.24,1719.79,63.7,-16.8
"E-commerce","Series A","Asia","B2B","Sí",14,133,2,5,8,39.57,13.91,295.16,11.5,3.97,73.97,5677.81,67,34.9
"E-commerce","Series A","Europa","B2B2C","No",10,77,3,4,14,1.15,9.56,122.56,26.9,6.54,78.66,3761.5,80.2,39.1
"Fintech","Series C+","Asia","B2C","Sí",10,344,4,10,9,312.33,14.2,5000,19.9,6.14,26.4,2413.24,60.6,19.1
"Healthtech","Series A","Europa","B2C","Sí",13,182,3,4,38,24.56,9.47,352.35,26.8,24.59,38.74,831.69,25.7,50.2
"Fintech","Seed","Norte América","B2B","No",7,79,2,4,6,3.91,5.88,74.84,11.4,14.76,133.8,2271.66,53,-13
"E-commerce","Series B","LATAM","B2C","No",10,234,3,5,12,87.88,12.97,973.81,18.5,0,49.46,1902.39,43.1,40.8
"SaaS","Series B","Asia","B2B2C","No",11,236,3,4,26,75.73,13.6,1035.16,24.4,9.04,169.89,7048.14,95,38.7
"E-commerce","Seed","Norte América","B2B","Sí",10,87,2,3,6,2.82,1.54,39.04,5,3.54,269.51,2232.35,89.4,66.8
"Healthtech","Series B","Norte América","B2B","Sí",7,100,4,2,17,28.42,4.64,439.82,5,7.6,290.47,4084.62,73.2,34.9
"SaaS","Seed","Europa","B2B","No",10,92,2,4,23,11.1,3.71,129.9,13.5,6.93,121.16,5303.17,95,29.8
"Fintech","Series B","Asia","B2B2C","Sí",6,65,3,1,9,39.37,2.28,412.74,20.8,0,195.9,843.89,51.1,4.7
"Fintech","Seed","LATAM","B2C","Sí",8,57,1,4,9,5.97,7.57,78.41,8.5,30.52,38.06,1947.04,57.9,21.4
"Fintech","Seed","LATAM","B2C","Sí",6,68,2,3,7,11.57,9.73,111.21,20.4,0,44.72,2021.51,78.7,15.8
"Healthtech","Series A","Europa","B2B","Sí",15,195,3,5,23,27.64,6.68,304.59,6.8,2.25,411.87,3312.33,61.5,38
"Healthtech","Series A","Europa","B2B2C","Sí",14,185,3,4,42,24.66,9.35,299.3,28.4,0.6,156.8,2218.9,60.5,19.9
"SaaS","Seed","Europa","B2B2C","Sí",7,59,1,3,13,9.64,2.83,80.68,26.1,8,129.34,2929.07,48.3,4.4
"SaaS","Series A","LATAM","B2B","No",13,129,2,5,15,22.37,9.68,234.73,5,3.83,63.64,7867.42,80.3,76.7
"E-commerce","Series B","Norte América","B2C","No",10,200,3,4,4,55.95,11.14,748.99,15.3,4.29,58.73,1736.16,46.8,26.2
"Edtech","Seed","Norte América","B2C","No",13,120,1,6,8,7.23,4.38,118.94,14.2,50,57.42,1727.91,55,-11.6
"SaaS","Series A","Europa","B2B","Sí",14,202,2,4,22,29.6,4.17,273.98,5,0.62,65.38,2339.02,65.1,36.4
"E-commerce","Seed","Norte América","B2C","Sí",5,17,1,3,7,0.1,3.47,76.73,13.1,0.03,82.54,983.84,68.6,51.2
"Healthtech","Series C+","Europa","B2B2C","No",9,313,7,5,20,175.65,6.87,3287.12,18.6,10.23,110.5,2440.96,62.3,1.7
"E-commerce","Series A","LATAM","B2B2C","Sí",6,66,3,3,10,29.48,5.06,258.59,18.6,0,57.98,1965.59,59.3,48.5
"SaaS","Seed","Europa","B2C","No",14,105,2,6,32,8.52,9.92,228.14,26.1,41.41,103.11,1819.93,68.1,41.2
"Edtech","Seed","LATAM","B2B","Sí",3,40,1,1,5,4.55,1.61,65.47,17.8,0,162.76,3746.46,80,-42.8
"Fintech","Series C+","LATAM","B2B","Sí",6,312,5,9,2,223.82,10.36,3884.94,15.4,6.44,175.08,5778.08,88,59.4
"Fintech","Series A","LATAM","B2C","Sí",2,41,2,2,3,6.1,0.74,109.21,12.1,19.7,55.16,1342.13,27.6,29.6
"Fintech","Seed","Europa","B2B","Sí",1,69,1,2,0,7.52,0.1,50.91,5.7,13.3,5,2075.18,78.7,28.8
"E-commerce","Seed","Norte América","B2B2C","Sí",6,52,1,2,6,7.11,9.46,88.67,11.8,19.46,5,4244.53,64,-15
"Fintech","Series C+","Europa","B2B2C","No",12,491,7,9,7,249.04,20.26,4548.55,21.3,12.36,203.28,5909.21,39.4,-22.5
"Fintech","Series A","Norte América","B2C","Sí",14,186,3,7,10,33,13.59,281.97,8.9,0,38.13,2532.06,47.6,31.6
"Edtech","Series B","Asia","B2C","No",1,23,4,2,2,1.61,1.78,96.32,10.3,10.56,46.39,50,54.1,56.1
"Fintech","Seed","Norte América","B2B","No",13,124,1,5,10,12.27,9.55,109.12,21.4,0,286.12,3551.13,48.8,8.9
"Healthtech","Series C+","Norte América","B2C","No",7,233,7,6,34,189.48,5.93,3529.75,22.6,0,73.66,1690.73,36.5,57.7
"Edtech","Seed","Asia","B2B2C","No",3,39,2,2,6,3.78,0,47.65,21.2,0,101,2553.09,67.9,47.4
"E-commerce","Series B","Europa","B2B","Sí",11,226,4,6,8,61.52,12.59,838.35,8.2,0,196.34,4435.72,79.4,16.2
"E-commerce","Series C+","Asia","B2B","Sí",3,70,6,3,6,0.1,2.87,231.28,11.3,11.28,184.42,1918.42,60.6,52.7
"Edtech","Series A","Norte América","B2C","No",13,176,2,4,6,19.3,5.49,252.98,5,19.22,72.54,1067.73,44.6,44.7
"Fintech","Seed","Norte América","B2C","No",4,33,2,3,3,10.84,4.03,87.71,9.1,16.08,31.01,1152.88,50.8,-5.1
"Edtech","Series A","Norte América","B2C","Sí",2,13,2,2,1,0.1,0.4,54.12,6.4,10.44,14.07,985.63,53.2,35.4
"Edtech","Series B","Norte América","B2B","No",5,126,3,3,9,56,3.61,566.52,21.1,0,195.91,2465.9,53,11.7
"E-commerce","Series B","Europa","B2B2C","Sí",9,150,3,4,9,57.85,6.84,696.67,15.4,0,130.68,3517.53,79,1.5
"Edtech","Seed","Norte América","B2C","No",6,62,2,2,6,9.84,2.79,142.23,10,40.4,66.47,819.54,41.7,1.6
"Edtech","Seed","Norte América","B2B2C","Sí",13,105,2,5,11,1.14,2.78,60.14,24.4,16.7,5,654.29,37,18.6
"Fintech","Series A","Norte América","B2C","No",2,20,2,1,5,2.99,0,124.45,26.9,31.36,71.74,1320.73,55.2,7.2
"Fintech","Series B","LATAM","B2B","Sí",9,290,3,6,9,106.54,6.8,1126.52,17.2,5.68,188.58,4240.14,73.5,39.4
"E-commerce","Series A","Norte América","B2B","Sí",5,52,3,2,7,22.37,5.24,218.09,24.8,5.59,85.38,5691.45,87.2,65.5
"Fintech","Seed","LATAM","B2B","No",14,101,1,6,8,3.11,9.85,86.79,13.1,7.84,100.85,5216.73,55.6,-14.9
"SaaS","Seed","Norte América","B2B","Sí",14,138,2,6,28,6.77,8.34,129.65,26.7,6.31,31.77,5773.12,86.9,9.9
"Fintech","Seed","Europa","B2C","Sí",3,13,2,1,5,4.2,0,33.14,9.6,0,54.84,50,31,16.2
"Edtech","Series B","LATAM","B2B","No",3,74,3,2,6,0.1,0,83.54,17.2,0,316.51,2425.91,83.8,-50
"SaaS","Seed","Norte América","B2B","Sí",14,135,1,6,35,11.59,5.77,163.26,29.2,14.81,75.82,3405.48,54.9,47.8
"Fintech","Series A","LATAM","B2B","Sí",13,208,3,4,11,24.43,13.36,271.65,13.9,7.5,99.92,5562.57,66.1,63.8
"SaaS","Series A","LATAM","B2C","Sí",6,88,2,4,19,10.15,2.15,207.96,34.2,0,75.35,2218.14,63.5,48.1
"E-commerce","Seed","Norte América","B2B","No",10,75,2,4,8,0.1,7.43,49.23,18.5,10.49,5,6415.4,94.8,17.6
"SaaS","Series C+","LATAM","B2C","Sí",11,252,4,8,30,222.72,11.11,4083.4,37.7,4.53,66.76,1658.78,75.3,69.4
"Fintech","Series B","Norte América","B2C","Sí",13,303,4,8,9,95.1,10.78,1101.12,7.7,0,78.57,3247.4,81.1,20.4
"Healthtech","Series A","LATAM","B2C","No",5,111,2,3,20,4.95,3.16,149.31,17.1,4.57,43.85,546.59,47.6,24.7
"Fintech","Seed","Europa","B2B","Sí",12,76,2,4,7,7.38,9.91,136.04,5,19.76,171.76,4406.9,87.9,-5.9
"Fintech","Series B","Norte América","B2B","Sí",5,122,4,3,7,21.18,4.66,386.04,16.7,3.69,227.26,5537.5,74.6,10.1
"E-commerce","Series C+","Norte América","B2B","Sí",13,467,5,12,12,294.52,13.1,5000,21,4.87,203.52,6424.83,88.4,24
"Fintech","Seed","Europa","B2C","Sí",14,121,2,4,12,0.1,11.14,110.66,12.2,0,109.2,2074.6,44.4,24.5
"E-commerce","Seed","Asia","B2B","Sí",13,108,2,3,10,2.02,5.62,92.36,16.9,5.88,57.14,3981.97,72.8,31
"SaaS","Seed","Norte América","B2B","Sí",8,105,2,4,24,5.26,5.98,129.4,28.6,6.03,257.81,5151.96,95,6.2
"Fintech","Series C+","Norte América","B2B","Sí",11,301,6,7,9,207.19,11.07,3638.59,5,0,225.82,7463.58,95,31.8
"Fintech","Series A","Norte América","B2B","No",2,42,3,2,0,11.72,0,97.6,18.4,9.01,32.97,5301.59,71.7,27
"Fintech","Seed","Europa","B2C","Sí",10,67,2,5,6,10.03,7.71,73.36,13.3,0,41.11,2026.21,48.5,57
"Fintech","Series B","Asia","B2C","No",11,200,4,4,5,53.7,8.99,730.09,5,20.94,81.24,2668.5,57.8,-23.9
"Healthtech","Series B","LATAM","B2B","Sí",8,232,3,5,23,52.71,4.17,754.56,18.1,0,157.09,4201.52,58.2,50.9
"Fintech","Seed","Europa","B2C","Sí",10,84,1,5,10,2.78,10.17,103.41,26.5,32.56,57.78,1793.88,42.7,15.5
"Healthtech","Seed","Asia","B2C","Sí",9,95,2,4,36,5.77,4.97,143.6,39.3,0,27.31,1693.77,55.5,54.2
"E-commerce","Seed","Europa","B2B","Sí",13,109,2,6,10,7.84,9.29,121.34,9.7,7.37,157.9,4493.03,94.9,12
