"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"SaaS","Series C+","Norte América","B2C","Sí",9,332,5,8,20,140.57,12.09,2740.47,28.9,6.54,54.36,2568.58,81.5,-13.5
"SaaS","Seed","Norte América","B2B","Sí",7,46,2,3,25,0.1,4.44,95.42,36.3,0,323.56,1546.45,35.9,-10
"Edtech","Seed","Norte América","B2B","Sí",6,29,1,4,7,8.36,1.52,77.92,9.8,1.34,206.17,3337.29,71.5,42.7
"SaaS","Series B","Europa","B2C","Sí",3,57,3,2,7,17.93,1.48,258.88,12.5,7.45,73.21,930.41,95,7.6
"Healthtech","Series C+","Norte América","B2C","Sí",6,216,6,6,21,133.51,5.69,2686.16,27,20.28,96.58,574.01,55.1,-5.4
"E-commerce","Series A","LATAM","B2B","Sí",14,162,3,5,10,43.57,7.75,370.88,11.3,0.96,151.7,5580.7,95,12.4
"Healthtech","Series A","LATAM","B2C","No",4,46,2,3,15,21.22,2.15,271.59,11.6,31.76,112.84,541.06,50,16.3
"Healthtech","Seed","Norte América","B2C","Sí",13,116,1,5,29,6.84,5.4,113.72,14.5,0,74.58,925.96,59.1,12.7
"E-commerce","Series B","Norte América","B2B","No",6,191,4,3,8,40.7,8.31,538.15,21.2,2.31,289.79,5451.61,71.1,31.7
"Edtech","Seed","Europa","B2B","No",10,69,2,4,6,0.24,3.91,82.37,7,0,90.08,5408.56,95,16.3
"Fintech","Seed","LATAM","B2C","Sí",13,112,1,3,14,5.64,10.01,135.15,13.9,31.41,32.06,1516.91,72.9,4
"Fintech","Seed","Norte América","B2B2C","No",9,70,1,4,11,3.75,9.91,126.02,26,0,147.79,5433.62,63.9,20.4
"Fintech","Series B","Norte América","B2B2C","Sí",4,73,4,3,6,40.48,5.25,515.06,5,7.34,41.2,176.2,37.6,31.5
"Healthtech","Series A","Norte América","B2B2C","No",4,2,2,3,14,15.74,1.1,173.07,18.1,10.8,5,1492.92,43.1,47.4
"Healthtech","Series A","Norte América","B2B","Sí",8,91,2,4,36,7.23,7.19,258.13,36.1,13.01,442.31,4646.35,62.1,32.4
"E-commerce","Series B","Norte América","B2B","Sí",8,201,4,5,7,31.9,7.86,431.56,11,2.16,39.68,5173.7,91.7,14.6
"Edtech","Series A","Norte América","B2C","No",11,186,3,5,7,11.63,7.86,171.52,6.2,0,30.96,1720.36,42.4,33.9
"Fintech","Series A","Norte América","B2C","No",13,119,2,4,11,27.19,10.86,369.37,13,23.49,5,2346.43,50.2,22.5
"E-commerce","Series B","Norte América","B2B","No",6,190,3,4,5,84.69,6.78,920.46,16.4,9.26,6.02,3896.99,65.9,39.1
"Fintech","Seed","Europa","B2B2C","Sí",12,122,1,8,11,11.38,6.24,139.22,12.8,41.63,144.15,3526.3,59,12.4
"Edtech","Series B","LATAM","B2C","Sí",12,293,4,7,8,73.39,8.55,906.8,20.6,10.02,10.22,1754.18,60.3,18
"Fintech","Series A","Norte América","B2B","Sí",4,102,3,1,8,17.46,1.75,192.97,23.4,7,281.97,3410.96,72.4,7.8
"E-commerce","Seed","Norte América","B2C","Sí",8,43,2,4,8,0.1,2.71,17.01,20,26.68,13.07,1638.71,43.3,30.6
"Healthtech","Series A","Asia","B2B","Sí",12,130,3,6,15,23.1,2.24,249.8,5,0,245,3530.64,48.6,28.1
"Fintech","Series A","Asia","B2C","Sí",13,171,2,5,7,15.09,9.91,232.25,12.1,30.81,11.03,1981.2,58.5,24.8
"SaaS","Seed","Europa","B2C","Sí",10,90,1,4,25,2.17,9.58,115.67,30.4,14.25,45.1,1547.13,78,9.1
"SaaS","Series B","Norte América","B2B","No",5,151,3,3,4,17.02,6.9,258.07,5,1.45,173.46,2247.08,68.3,-3.1
"E-commerce","Series B","Norte América","B2C","No",13,278,4,9,10,111.98,11.38,1285.96,14.8,22.4,23.72,2100.78,64.1,32.8
"E-commerce","Seed","LATAM","B2B","No",6,64,2,4,3,7.27,3.8,88.84,9.8,0,97.4,1291.38,39.1,62.5
"Edtech","Seed","LATAM","B2B","No",3,2,1,2,3,5.09,0,20.13,10,2.15,133.83,2857.33,91.7,22.7
"Healthtech","Series A","Asia","B2C","Sí",15,203,3,6,48,31.17,9.65,432.95,34.6,24.44,12.17,1411.87,31.6,2.8
"SaaS","Series A","LATAM","B2B2C","Sí",3,58,3,1,11,5.86,0.22,62.79,10.4,0,100.5,2366.58,61.4,33.3
"SaaS","Seed","Europa","B2B","Sí",10,115,2,5,21,10.7,4.81,127.43,13.2,0,204.69,4671.79,81.7,55.2
"Edtech","Series A","Norte América","B2C","No",14,174,3,7,8,30.1,3.01,289.25,5,14.18,51.17,187.6,54.6,5.7
"Fintech","Seed","Asia","B2B","No",14,113,2,7,9,5.96,11.34,55.26,8.6,2.08,104.08,6877.53,72,56.2
"Healthtech","Seed","Norte América","B2B","Sí",2,7,2,2,16,0.1,3.47,62.59,26.7,0,146.02,6620.2,77.3,-10
"SaaS","Series B","Norte América","B2B","No",4,64,3,2,12,18.06,1.38,326.7,13.4,6.78,78.35,1753.9,79.3,82.4
"Healthtech","Series B","Europa","B2B","Sí",13,237,4,6,19,75.74,3.69,864.27,5,1.82,89.79,2954.5,62.7,21.3
"SaaS","Seed","Asia","B2B","No",3,17,2,4,19,5.19,0,80.89,27.3,11.17,145.27,3963.96,95,14
"Fintech","Series A","Asia","B2B","Sí",8,122,3,2,9,22.27,9.87,237.83,14,18.12,5,5209.33,61,48.3
"Edtech","Series A","Norte América","B2C","Sí",4,75,2,4,3,12.08,0,76.22,9.9,15.63,73.75,1046.39,74.9,-27.5
"Edtech","Series A","Europa","B2B","Sí",8,110,3,4,9,16.02,3.17,169.01,11.8,2.09,96.02,1973.04,81.8,64.5
"Edtech","Seed","Europa","B2B","No",3,2,2,1,7,0.1,3.07,56.21,14.9,10.44,186.89,2231.77,76,-4.3
